"duration","age","town_size","gender","edu","pre_emotion_good","pre_emotion_happy","pre_emotion_tired","pre_emotion_tense","attitude_government","ideology","interest","attention_check","post_emotion_good","post_emotion_happy","post_emotion_tired","post_emotion_tense","panas_1","panas_2","panas_3","panas_4","panas_5","panas_6","panas_7","panas_8","panas_9","panas_10","ft_inparty_supporter","ft_outparty_supporter","ft_govern_sup","ft_govern_opp","ft_inparty","ft_outparty","ft_liberal","ft_conservative","ft_immigrant","ft_feminist","ft_nationalist","ft_neonazi","conspiracy_1","conspiracy_2","conspiracy_3","conspiracy_4","conspiracy_5","conspiracy_6","video","condition","pids_1","pids_2","pids_3","pids_4","outgroup_trust_1","outgroup_trust_2","outgroup_trust_3","outgroup_trust_4","social_distance_1","social_distance_2","social_distance_3","trait_1","trait_2","trait_3R","trait_4R","trait_5R","trait_6"
20.1,38,1,1,3,7,7,7,7,"supporter",10,4,6,7,7,7,7,6,7,7,6,5,7,7,7,7,7,100,0,100,0,99,0,99,24,47,79,43,0,5,5,5,5,5,5,2,"HappyP",4,4,7,4,1,1,1,1,4,4,4,1,1,7,7,7,1
11.7,60,4,1,6,6,6,3,5,"supporter",10,5,6,6,6,3,6,6,6,4,1,1,4,6,5,5,6,100,1,100,3,99,1,1,100,42,1,1,1,1,4,3,3,1,3,3,"Control",7,7,7,7,1,1,1,1,3,1,4,1,1,7,7,6,1
24.6666666666667,34,1,1,5,6,1,2,1,"opponent",1,4,2,1,1,6,2,4,4,4,4,4,6,5,5,5,1,81,57,32,34,78,52,76,36,2,33,2,1,3,4,1,1,4,1,2,"HappyP",6,4,4,1,2,3,3,2,7,7,7,6,3,1,4,1,6
8.68333333333334,70,4,1,5,4,4,1,3,"supporter",10,7,2,5,5,2,5,3,4,3,3,4,6,5,3,4,6,96,4,96,6,95,2,4,96,4,1,10,4,3,4,3,3,3,2,4,"HappyP",6,7,5,5,2,1,2,2,2,4,2,4,3,6,5,5,4
17.0166666666667,49,4,2,6,6,6,5,6,"opponent",1,6,2,6,6,5,5,4,4,2,2,2,5,5,4,3,6,100,0,1,99,100,1,99,1,1,6,1,1,5,1,1,1,3,1,1,"HappyW",7,7,7,7,1,1,1,1,1,1,1,1,1,6,6,7,1
14.9,46,4,1,6,7,7,7,7,"opponent",3,4,2,7,7,7,7,5,5,2,2,2,4,5,5,5,5,81,73,23,23,75,74,75,73,54,72,21,21,3,3,2,2,3,1,5,"HappyQ",6,5,6,5,2,2,4,3,5,5,5,3,3,2,2,3,2
12.8333333333333,68,5,1,2,4,2,6,5,"opponent",5,6,2,5,3,6,5,2,4,4,1,4,4,4,4,1,5,91,1,38,48,98,3,44,49,50,50,2,1,2,2,2,4,4,1,3,"HappyP",4,4,4,4,4,3,2,4,5,5,5,3,3,5,4,4,3
13.3666666666667,64,4,1,6,5,4,2,5,"opponent",0,4,2,5,4,2,4,4,5,4,4,3,4,5,4,4,6,95,0,1,100,89,4,94,11,60,89,0,0,2,1,1,1,1,1,1,"HappyQ",7,6,7,6,5,2,5,5,2,1,4,2,2,4,6,4,4
23.5166666666667,72,3,2,3,7,5,6,5,"opponent",5,5,6,7,5,5,5,4,5,4,1,4,5,5,4,4,5,72,32,43,32,77,31,47,52,49,42,35,26,4,1,2,2,3,2,2,"HappyP",4,4,3,4,3,2,3,3,4,3,4,3,3,6,3,3,3
7.28333333333333,54,5,1,6,3,3,3,5,"opponent",3,4,2,3,3,3,3,4,6,5,4,4,5,5,4,3,5,97,3,5,97,97,5,65,4,94,96,2,3,4,3,3,2,3,3,3,"Control",7,7,4,1,1,2,2,2,2,1,4,1,1,7,7,7,1
7.25,19,1,2,3,4,4,1,1,"supporter",6,2,2,4,4,1,1,2,2,1,3,3,7,2,2,5,7,65,63,48,20,77,73,67,17,22,20,42,15,2,2,1,1,5,1,5,"Control",3,5,7,3,1,2,1,2,5,1,7,1,1,7,7,7,2
9.5,51,5,2,6,6,4,3,5,"opponent",3,7,2,5,4,3,5,4,4,4,1,3,5,4,4,1,6,100,0,0,100,100,0,95,59,65,88,0,0,4,3,1,4,2,1,5,"HappyQ",7,7,7,7,1,1,1,1,4,1,4,1,1,7,7,7,1
