"duration","age","gender","race","edu","pre_emotion_good","pre_emotion_happy","pre_emotion_tired","pre_emotion_tense","pids_1","pids_2","pids_3","pids_4","ideology","interest","attention_check","post_emotion_good","post_emotion_happy","post_emotion_tired","post_emotion_tense","panas_1","panas_2","panas_3","panas_4","panas_5","panas_6","panas_7","panas_8","panas_9","panas_10","ft_rep_sup","ft_dem_sup","ft_rep","ft_dem","ft_liberal","ft_conservative","ft_immigrant","ft_feminist","ft_neonazi","outgroup_trust_1","outgroup_trust_2","outgroup_trust_3","outgroup_trust_4","social_distance_1","social_distance_2","social_distance_3","trait_1","trait_2","trait_3","trait_4R","trait_5R","trait_6R","conspiracy_1","conspiracy_2","conspiracy_3","conspiracy_4","conspiracy_5","conspiracy_6","video","partisanship","condition"
522,61,0,6,7,6,5,5,6,6,6,6,4,8,6,2,6,5,5,6,4,5,4,4,4,5,3,5,4,5,82,10,83,11,12,83,51,33,11,2,3,3,4,4,3,4,3,1,3,7,5,5,4,3,2,4,2,2,1,"Republican","HappyQ"
1088,55,0,6,6,7,6,7,7,5,3,6,1,2,5,2,7,6,7,7,5,6,5,2,5,7,4,1,1,7,28,70,4,70,70,40,91,70,0,4,5,5,4,6,6,6,4,2,5,5,5,4,1,1,1,1,1,1,1,"Democrat","HappyQ"
367,39,0,6,6,7,7,7,7,7,7,6,7,6,7,2,7,7,7,7,7,7,7,7,7,6,5,6,6,7,51,70,39,83,51,100,71,0,1,4,5,5,4,4,4,4,4,4,4,7,4,4,5,1,5,1,3,1,1,"Democrat","HappyQ"
644,62,0,6,3,7,7,7,7,7,7,7,4,10,7,2,7,7,7,7,4,7,4,4,5,7,6,7,7,7,100,4,98,3,2,98,51,71,3,6,6,6,6,6,6,6,2,4,4,5,4,4,3,4,4,3,3,4,1,"Republican","HappyW"
486,41,0,6,7,6,5,6,6,1,3,4,1,5,1,2,6,6,6,6,4,4,4,2,4,6,5,4,4,4,50,10,30,0,10,40,40,70,0,2,2,2,4,4,4,4,4,1,1,7,4,4,3,4,3,3,2,2,1,"Republican","HappyP"
276,32,1,6,6,7,7,7,7,6,6,5,5,9,7,4,7,7,7,7,7,6,6,6,6,6,6,6,6,7,89,80,92,94,93,91,91,91,97,6,6,6,6,6,6,6,6,6,6,7,7,7,4,4,4,4,4,3,1,"Republican","HappyW"
326,32,0,3,6,4,4,4,4,6,6,6,6,10,7,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,100,2,100,4,1,99,71,59,1,1,1,1,1,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,1,"Republican","Control"
167,30,0,3,7,5,6,6,7,3,3,4,5,9,6,3,3,5,4,6,6,6,7,5,5,6,6,7,5,4,72,67,70,72,23,37,24,64,83,6,6,7,5,6,6,6,7,7,6,6,6,6,5,4,3,2,3,4,2,"Republican","HappyQ"
204,42,0,4,5,7,7,7,7,7,7,4,3,5,6,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,34,76,37,100,41,88,30,42,28,7,7,7,7,7,7,7,7,7,7,1,7,1,5,4,5,5,5,5,1,"Democrat","Control"
668,62,1,6,7,6,6,4,6,2,3,4,1,7,4,2,6,6,4,6,4,4,5,3,4,6,4,4,4,6,50,50,30,30,50,50,60,50,0,4,4,4,4,7,7,7,4,3,4,4,4,4,1,1,1,1,1,1,3,"Republican","HappyW"
324,36,0,6,7,6,6,3,5,5,3,5,5,10,7,2,6,6,3,5,2,5,2,3,2,5,3,3,3,2,75,0,75,0,0,100,0,0,100,1,1,1,1,1,1,1,1,1,1,7,7,7,4,5,1,5,5,1,1,"Republican","Control"
341,55,0,6,6,6,6,6,7,4,2,2,4,5,2,2,6,6,6,6,4,4,4,4,4,4,4,4,4,4,35,30,38,30,38,38,59,30,0,2,2,2,2,4,4,4,4,4,4,4,4,4,3,2,2,2,4,2,1,"Republican","Control"
531,54,0,6,6,7,6,2,6,5,6,5,4,3,6,2,6,6,2,6,3,2,3,4,4,3,4,3,2,2,35,80,10,80,75,40,75,80,0,3,5,5,4,7,7,7,4,2,5,7,5,4,1,1,1,1,1,1,1,"Democrat","HappyW"
529,63,0,6,1,6,6,7,6,5,4,4,4,5,4,2,6,6,7,6,3,6,3,3,6,6,3,6,4,6,48,48,48,48,48,48,40,40,20,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,"Democrat","HappyW"
706,65,0,6,7,2,3,2,3,6,7,6,3,1,7,2,2,4,2,4,3,4,5,3,4,2,4,4,3,3,8,91,0,81,90,7,100,81,0,3,3,4,2,5,4,4,4,2,4,6,3,5,2,1,1,1,1,1,1,"Democrat","HappyP"
602,45,0,6,6,6,6,4,6,7,5,7,2,9,6,2,6,6,5,6,5,6,5,5,5,6,5,5,5,6,85,10,95,5,5,85,35,10,0,3,3,4,4,3,4,5,6,2,3,7,6,6,4,2,2,4,3,2,1,"Republican","HappyP"
493,58,0,6,3,5,6,5,7,6,4,6,3,5,6,2,5,5,5,6,2,6,2,2,2,7,2,2,2,6,30,0,40,0,17,34,29,0,0,2,3,4,4,7,7,7,4,1,2,7,3,4,3,4,2,2,4,2,1,"Republican","HappyP"
494,44,0,6,3,6,6,5,7,6,5,6,6,3,6,2,6,6,5,6,5,6,5,6,5,6,5,6,6,6,91,51,92,54,51,93,63,62,1,5,5,5,4,6,6,6,5,5,5,5,3,2,3,1,1,2,1,1,1,"Republican","Control"
306,40,0,6,6,4,7,2,4,7,4,7,4,1,4,2,4,4,2,4,4,6,6,4,4,6,4,4,4,6,1,97,0,100,99,0,94,98,0,4,4,4,4,4,4,4,4,1,4,4,4,4,3,1,3,1,3,3,5,"Democrat","HappyP"
559,64,0,6,6,6,7,7,7,6,6,5,6,8,7,2,6,7,7,6,7,7,6,5,5,6,6,6,6,6,82,0,77,0,0,100,61,35,0,2,2,3,2,4,3,4,5,1,3,3,6,4,4,2,1,4,2,1,1,"Republican","HappyQ"
442,49,0,6,3,6,6,3,6,7,7,7,3,8,7,2,7,7,4,7,5,5,5,5,5,5,5,5,5,5,98,17,76,5,34,76,49,64,5,3,4,6,3,6,6,6,6,1,4,6,3,3,1,3,1,2,3,1,1,"Republican","HappyQ"
1720,27,0,3,3,6,6,7,7,6,6,5,7,10,7,2,7,6,7,6,6,5,6,7,7,5,7,6,6,6,81,100,93,85,95,86,97,92,92,5,6,6,7,5,6,7,7,5,5,6,6,6,4,4,5,4,5,5,3,"Democrat","HappyW"
529,63,0,6,6,7,7,5,7,7,7,7,2,10,6,6,7,7,5,7,4,5,6,4,4,5,4,4,7,6,98,0,97,2,51,94,29,0,0,4,4,4,4,6,6,6,3,1,3,1,4,4,3,1,1,2,3,1,1,"Republican","Control"
312,57,0,6,7,7,6,6,7,6,6,6,5,2,7,2,7,6,6,7,4,5,5,4,3,6,6,6,6,6,2,91,0,88,93,22,87,93,0,2,2,1,1,2,2,4,5,1,2,7,7,7,1,1,1,1,1,1,3,"Democrat","HappyP"
2205,39,0,6,7,7,7,7,7,1,4,2,3,9,7,5,6,7,7,7,5,7,5,7,7,5,7,7,5,6,97,82,97,82,84,86,4,79,85,7,7,7,7,7,7,6,6,2,5,3,4,7,4,5,4,5,5,4,1,"Democrat","HappyQ"
362,63,0,6,7,6,6,6,6,5,5,5,4,5,4,2,6,6,6,6,4,4,4,4,4,4,4,4,4,4,63,49,61,48,46,64,33,48,34,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,2,4,2,3,"Republican","Control"
757,64,0,6,6,7,7,6,7,6,6,6,6,8,6,2,7,7,6,7,5,6,5,3,5,6,5,6,4,6,80,50,70,40,50,80,70,60,0,5,5,5,6,5,6,5,5,2,5,6,3,5,3,2,2,4,2,2,1,"Republican","HappyQ"
1187,56,0,6,6,6,6,5,6,5,5,5,3,5,2,2,5,5,5,5,5,5,5,4,4,5,5,5,5,5,70,50,80,50,40,60,40,46,40,5,5,5,5,4,5,5,5,5,5,3,3,3,4,3,2,4,4,2,1,"Republican","Control"
495,61,0,3,7,2,2,2,2,2,2,2,2,7,4,2,3,3,3,3,4,4,4,3,4,4,5,4,4,5,75,40,75,20,20,80,50,50,20,4,4,4,5,5,4,5,5,5,5,4,2,3,1,1,2,2,1,2,2,"Democrat","HappyW"
375,61,0,3,7,6,6,4,6,4,6,5,5,8,4,2,6,6,6,6,5,5,4,3,4,5,3,4,4,5,80,30,90,30,30,80,80,40,0,5,4,4,5,4,4,4,4,3,5,3,4,4,2,2,2,2,2,1,1,"Republican","HappyP"
445,46,0,6,3,4,4,1,7,5,5,6,5,5,4,2,3,4,1,5,5,4,5,3,4,5,4,4,5,4,61,2,60,0,9,54,28,64,0,1,1,1,1,2,3,2,4,5,2,7,4,4,4,3,4,2,3,4,2,"Republican","HappyQ"
320,52,0,6,6,7,7,6,7,4,5,4,3,5,6,2,7,7,6,7,5,6,6,4,4,6,5,4,4,5,18,63,10,63,63,11,72,61,0,5,5,5,5,6,6,6,4,2,6,6,6,4,1,1,1,1,1,1,1,"Democrat","Control"
478,62,0,3,6,7,7,7,7,5,4,5,4,6,7,2,7,7,7,7,6,6,5,5,6,6,6,6,6,6,60,0,60,1,45,58,61,59,0,1,1,1,1,4,4,4,1,1,1,7,7,7,2,2,2,2,2,2,1,"Republican","HappyQ"
389,53,0,6,7,6,6,4,6,7,7,7,7,10,5,2,6,6,6,6,5,5,5,5,5,5,5,5,5,5,100,0,100,0,0,100,50,0,0,1,1,1,1,3,4,3,1,1,1,7,7,7,5,4,1,5,1,1,1,"Republican","HappyP"
384,42,0,6,7,5,5,6,6,5,3,4,4,5,3,2,5,5,5,5,4,5,5,3,4,5,5,5,5,4,5,77,4,33,69,28,4,2,3,2,2,4,2,4,5,4,3,4,4,3,4,5,3,2,4,3,4,1,2,"Democrat","HappyQ"
384,57,0,6,7,5,5,3,5,4,5,4,2,5,5,2,5,5,3,5,4,6,4,4,4,6,4,5,5,6,42,42,52,49,51,57,50,23,0,4,4,5,4,7,7,7,4,4,4,4,4,2,1,2,1,1,1,1,1,"Republican","HappyQ"
1324,53,0,6,6,7,6,2,5,6,5,6,5,7,6,2,7,7,6,7,6,6,6,5,5,5,4,6,6,5,82,38,87,26,40,76,62,56,0,6,5,6,4,7,7,7,6,2,5,6,5,4,2,2,1,4,1,1,2,"Republican","HappyW"
335,27,1,3,7,5,5,5,5,4,4,4,4,7,6,3,5,5,5,5,4,4,4,4,4,4,4,4,4,4,49,54,56,48,61,55,53,56,54,4,4,4,4,4,4,4,5,5,5,5,4,5,2,4,3,4,2,3,2,"Democrat","HappyP"
173,73,0,3,6,6,6,7,6,6,5,5,5,5,7,2,6,6,6,7,5,6,6,6,6,5,5,5,6,6,8,70,66,94,73,60,75,79,6,5,4,4,4,5,5,5,5,4,4,4,4,4,1,1,2,2,2,2,1,"Democrat","HappyP"
486,58,0,6,3,7,5,1,7,4,5,5,2,5,2,2,7,6,1,7,6,6,6,4,4,6,4,3,7,6,80,70,80,70,46,60,81,64,0,7,5,7,6,6,4,6,6,6,5,4,4,1,2,2,1,2,2,1,4,"Republican","Control"
390,39,0,6,6,7,7,7,6,5,6,6,6,7,7,2,5,4,6,5,5,6,5,5,5,5,5,7,6,6,71,13,85,15,1,64,51,0,0,1,1,1,1,5,5,7,1,1,1,7,7,7,4,1,1,2,2,2,1,"Republican","HappyW"
459,51,0,6,3,5,5,3,4,5,5,6,4,2,6,2,5,5,3,4,5,5,5,4,5,5,5,5,5,4,49,67,47,51,67,70,60,64,38,2,2,2,2,4,4,3,5,5,4,4,4,4,3,3,3,4,3,4,3,"Democrat","HappyP"
602,62,0,6,6,6,4,4,6,6,5,7,4,9,7,2,5,5,6,5,7,7,6,6,5,6,4,4,6,6,97,6,86,14,3,97,18,12,20,2,2,2,2,4,4,4,5,5,3,6,4,5,3,4,2,4,2,2,1,"Republican","HappyW"
371,58,0,6,6,6,5,6,6,6,5,6,3,4,6,2,6,5,6,6,3,4,4,2,2,3,4,3,3,5,17,59,3,78,55,20,73,45,0,2,2,2,2,4,4,4,2,2,2,6,5,3,1,1,1,1,2,1,1,"Democrat","Control"
351,60,0,6,7,5,6,2,4,5,5,5,5,3,4,2,5,6,2,5,4,4,4,4,4,4,4,4,4,4,0,63,0,64,61,0,65,48,0,4,4,4,4,5,5,5,2,1,3,7,7,6,1,1,1,1,3,1,1,"Democrat","HappyP"
410,64,0,6,6,4,4,3,4,7,6,7,6,10,5,2,4,4,3,4,4,4,5,4,3,7,2,3,4,6,100,0,81,0,0,100,51,0,50,1,1,1,4,4,4,4,4,1,1,7,7,7,5,4,4,4,4,3,1,"Republican","HappyQ"
491,61,0,6,6,4,3,2,3,5,2,4,4,6,6,2,4,3,3,3,2,5,3,2,3,5,4,4,4,5,46,46,55,11,70,57,4,37,64,5,5,5,5,5,6,6,4,4,5,5,2,4,5,4,1,2,2,1,1,"Republican","HappyQ"
479,53,0,6,6,7,5,7,7,7,7,7,5,10,7,2,7,5,7,7,4,7,6,5,4,7,5,5,4,7,92,51,89,18,51,92,52,51,0,3,3,4,3,6,7,5,7,1,1,7,7,7,4,3,1,4,1,1,1,"Republican","Control"
575,60,0,6,7,6,5,5,6,6,5,5,3,3,6,2,6,6,6,6,5,5,5,3,5,5,4,5,3,5,26,67,26,73,58,66,67,65,3,5,4,5,5,6,5,5,4,4,4,5,4,3,1,1,1,1,1,1,1,"Democrat","HappyW"
3374,50,0,6,6,6,6,6,6,7,7,7,7,10,7,2,7,7,6,7,6,5,7,5,6,6,5,7,6,7,100,35,100,7,0,100,15,40,60,1,1,1,1,6,7,6,4,2,4,7,3,4,4,4,1,2,4,1,1,"Republican","HappyW"
583,64,0,6,7,6,6,6,6,5,4,4,4,6,4,2,6,6,6,6,5,5,5,4,5,6,5,6,5,5,63,43,61,43,36,59,60,62,0,4,4,4,4,5,5,5,4,3,4,5,4,4,4,2,1,2,2,1,1,"Republican","HappyW"
3777,50,0,6,5,7,7,7,7,7,6,7,5,8,6,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,98,84,100,65,67,78,55,82,69,7,7,7,7,7,7,7,7,7,7,2,1,2,4,4,3,4,4,4,3,"Republican","HappyQ"
505,34,0,6,6,4,5,3,6,3,3,5,4,0,6,2,4,5,3,6,5,6,5,5,4,5,4,4,4,5,10,80,5,75,90,10,90,95,0,4,3,4,3,2,2,3,3,2,3,7,6,5,1,1,1,1,1,2,2,"Democrat","HappyQ"
625,63,0,6,5,3,4,1,1,7,3,7,7,10,7,2,1,1,4,1,4,4,4,3,4,5,4,6,5,5,100,0,90,0,0,90,0,29,0,2,2,1,1,1,1,1,1,1,1,7,7,7,1,5,1,5,5,1,1,"Republican","Control"
1982,35,0,6,7,6,6,4,5,6,5,6,4,2,5,2,6,6,4,5,3,3,3,3,2,4,3,3,4,5,6,91,10,80,86,12,77,83,6,5,5,5,5,5,5,5,4,4,4,4,4,4,1,1,1,1,2,1,1,"Democrat","HappyQ"
376,51,0,6,7,7,7,5,5,5,6,5,5,10,6,2,7,6,5,6,2,4,4,2,3,5,3,4,2,4,90,26,90,0,2,90,60,0,0,4,4,4,4,7,7,7,4,4,4,4,4,4,1,1,1,1,1,1,1,"Republican","HappyP"
333,36,0,3,7,5,7,5,4,4,3,4,1,7,2,2,6,2,5,3,4,4,5,4,5,4,5,5,5,5,62,52,55,55,15,59,40,20,0,3,2,4,3,4,4,4,4,4,4,4,4,4,1,1,1,1,4,1,1,"Republican","HappyQ"
1180,63,0,5,6,6,5,4,4,6,3,4,5,7,2,2,6,5,4,5,2,4,2,1,2,6,2,2,4,6,60,49,60,40,45,55,51,51,10,6,6,6,5,6,6,6,4,3,6,4,4,2,2,1,1,1,1,1,1,"Republican","HappyW"
380,47,1,3,7,2,3,4,6,7,5,6,2,9,2,2,2,3,4,6,1,3,2,1,1,6,1,1,1,4,98,16,97,2,0,96,12,0,51,4,4,5,4,5,2,5,5,7,4,7,6,2,5,3,4,2,2,3,2,"Republican","Control"
483,33,1,3,6,4,4,5,4,5,5,5,4,6,4,2,4,5,4,5,4,5,4,4,4,4,4,4,4,4,44,56,57,51,48,60,56,58,56,5,5,4,5,5,5,4,5,5,4,5,5,4,4,3,3,4,3,3,2,"Democrat","Control"
420,51,0,3,6,6,5,5,6,4,4,4,5,8,5,3,6,7,6,6,6,6,5,6,5,5,5,6,6,5,60,30,71,30,66,51,71,0,0,3,3,3,3,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,1,"Republican","HappyP"
418,61,0,6,7,7,7,7,7,7,7,7,2,2,6,2,7,7,7,7,4,6,5,5,6,6,7,5,6,6,27,100,19,91,90,35,81,72,0,6,5,5,5,5,5,5,6,2,5,3,2,2,1,1,1,1,1,1,1,"Democrat","HappyW"
474,28,1,3,6,6,7,7,6,6,4,1,6,9,6,2,5,7,6,6,6,6,6,5,6,6,6,5,5,6,87,81,80,84,81,76,91,80,85,6,7,6,7,6,6,7,6,7,6,7,7,7,4,5,4,4,4,5,3,"Democrat","HappyQ"
404,22,1,4,6,7,7,7,7,7,2,7,5,10,6,5,7,7,7,7,7,7,4,7,4,7,7,6,4,4,50,100,42,100,95,88,36,80,60,2,2,5,7,4,7,7,7,4,1,7,5,5,4,4,5,4,5,5,2,"Democrat","Control"
171,54,0,6,7,4,4,4,4,4,4,4,5,7,5,2,4,3,4,3,4,4,4,6,5,5,6,5,5,5,77,61,69,60,88,64,67,88,79,4,4,4,4,5,5,5,3,2,3,2,2,2,4,4,3,3,3,4,1,"Republican","HappyP"
700,61,0,6,3,7,7,7,7,7,5,6,4,7,5,2,7,7,7,7,1,4,4,1,1,7,1,1,1,7,51,91,32,85,51,61,85,92,0,6,6,6,5,5,5,5,5,2,6,6,7,5,1,1,1,1,3,1,3,"Democrat","HappyP"
426,33,1,3,6,7,7,7,7,7,7,7,7,10,7,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,88,100,82,100,90,100,100,100,90,5,5,5,6,7,7,7,7,7,7,1,1,1,5,5,5,5,5,5,1,"Republican","Control"
410,63,0,6,7,4,4,4,4,6,5,6,4,2,6,2,4,4,4,4,3,5,4,2,2,5,2,5,4,5,0,90,0,90,90,0,10,90,0,2,1,2,4,3,2,4,4,1,3,6,6,5,1,1,1,1,1,1,1,"Democrat","HappyP"
848,53,0,6,3,7,7,4,7,1,7,7,5,10,4,2,7,7,5,7,5,4,7,4,4,7,6,4,7,7,12,100,0,100,46,81,77,61,0,1,1,3,1,1,2,1,1,4,3,7,7,6,3,1,3,1,2,1,1,"Democrat","HappyQ"
309,63,0,6,6,5,5,5,5,5,4,5,4,6,5,2,5,5,5,5,4,4,1,3,3,4,3,3,3,4,50,50,61,30,41,62,51,34,0,4,2,4,3,4,4,4,4,2,4,7,4,4,1,1,1,4,1,1,1,"Republican","HappyW"
303,62,0,6,6,7,7,7,7,3,5,4,3,6,5,2,7,7,7,7,6,6,6,6,6,6,6,6,6,6,60,43,65,42,43,64,58,51,0,5,4,5,5,7,7,6,5,5,5,4,3,3,2,1,1,1,1,1,1,"Republican","Control"
1762,54,0,6,3,7,7,7,7,7,7,7,7,10,7,2,7,7,3,7,7,7,7,7,7,7,7,7,7,7,100,10,100,5,11,100,10,100,100,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Republican","Control"
799,63,0,4,6,7,7,6,7,6,6,7,5,5,6,2,7,7,7,7,7,7,7,6,6,7,7,7,6,7,0,85,0,90,87,59,82,91,0,1,1,1,1,4,6,4,7,1,1,7,1,4,1,1,2,1,2,1,1,"Democrat","HappyW"
938,47,0,3,6,5,6,3,5,5,5,5,4,4,6,2,6,6,3,6,5,5,4,5,5,5,4,4,5,6,10,90,10,90,70,30,100,100,0,4,4,4,4,6,7,4,6,4,6,2,2,2,1,1,1,1,1,1,1,"Democrat","HappyW"
399,53,0,6,7,6,5,5,7,6,5,6,5,3,6,2,6,6,5,7,4,4,5,3,3,3,3,5,7,4,40,90,40,90,74,40,40,73,0,4,4,6,6,6,6,6,6,3,5,5,4,2,1,1,1,1,1,1,1,"Democrat","HappyQ"
533,49,0,6,7,6,4,2,3,6,5,4,2,10,7,2,5,4,2,3,5,5,4,3,5,6,3,4,4,5,71,2,64,0,0,100,59,0,0,2,2,1,2,4,3,5,2,1,2,7,7,7,3,3,1,5,1,1,1,"Republican","HappyQ"
336,55,0,6,6,6,6,3,6,7,6,7,2,4,6,2,6,6,3,6,4,5,5,3,4,5,3,5,6,5,0,73,0,82,72,0,61,72,0,1,1,2,1,5,5,4,2,1,1,7,6,5,2,1,1,1,1,1,1,"Democrat","Control"
514,36,0,6,6,7,7,6,5,7,6,6,6,8,7,2,7,7,7,6,7,6,7,7,7,7,6,6,6,7,71,81,56,96,88,75,65,92,63,7,7,7,6,6,6,5,6,7,7,6,5,6,5,4,4,5,5,5,1,"Democrat","Control"
541,59,0,4,7,7,7,7,7,7,7,7,7,10,7,2,7,7,7,7,7,7,7,6,7,7,7,7,7,6,100,0,100,0,0,100,0,90,100,2,2,2,2,4,4,4,2,2,2,1,2,1,1,5,2,1,4,1,3,"Republican","HappyP"
659,50,0,6,3,6,6,1,5,6,6,7,6,5,7,2,6,6,2,6,6,7,7,7,7,7,7,7,7,6,80,100,66,100,100,100,81,74,34,3,3,3,3,7,7,5,7,5,6,1,7,6,4,4,5,1,4,4,2,"Democrat","HappyQ"
930,63,0,6,7,6,6,6,4,6,4,5,5,2,5,2,5,6,6,5,5,6,6,3,6,4,5,5,6,5,20,88,25,88,85,15,75,70,0,5,4,6,6,3,5,6,5,2,6,6,7,4,1,1,1,1,1,1,2,"Democrat","HappyQ"
679,62,0,6,6,4,4,1,4,6,6,7,4,0,7,2,4,4,1,4,3,5,4,3,4,5,3,4,4,4,10,99,0,100,99,8,94,97,0,5,5,5,5,4,4,4,5,2,5,7,6,4,1,1,1,1,1,1,2,"Democrat","HappyW"
853,64,0,6,7,5,5,3,4,5,5,5,2,2,6,2,5,5,3,5,5,5,4,5,5,5,5,5,4,6,18,73,22,71,79,27,78,72,7,4,4,5,5,6,6,6,3,2,3,2,2,2,1,1,1,1,1,1,1,"Democrat","HappyW"
858,37,1,4,4,7,7,7,7,6,6,6,6,5,6,2,7,7,7,7,5,5,5,5,4,5,4,5,5,7,6,100,25,100,100,6,78,93,4,2,2,2,2,1,4,4,2,2,2,6,6,6,3,1,1,3,1,1,4,"Democrat","Control"
389,52,0,6,6,5,6,3,6,4,5,4,2,9,1,2,6,6,3,6,3,3,4,3,4,4,3,4,4,5,81,5,76,4,18,94,3,39,3,2,2,2,2,5,5,5,2,3,2,7,6,4,4,4,2,4,3,1,1,"Republican","HappyP"
1677,34,1,4,6,7,6,6,5,7,2,7,2,10,4,2,7,7,5,7,7,7,7,5,7,7,7,7,7,7,0,100,4,100,98,10,85,100,0,1,1,2,4,4,4,4,4,1,2,6,7,5,3,3,4,3,4,4,1,"Democrat","HappyW"
483,52,0,4,6,6,6,1,7,4,4,4,4,5,4,2,6,6,1,6,4,4,4,4,4,4,4,4,4,4,2,85,3,87,75,48,70,59,0,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,1,"Democrat","HappyQ"
283,31,0,6,6,6,6,6,6,4,4,5,4,6,4,2,6,6,6,6,5,3,4,5,4,3,4,4,4,4,37,63,47,65,40,61,63,31,22,5,5,5,4,5,5,5,5,5,5,4,3,4,3,4,2,4,4,1,2,"Democrat","Control"
676,53,0,6,6,6,3,3,5,7,4,5,4,2,4,2,6,4,3,5,2,3,3,2,3,5,2,2,2,4,18,78,5,66,80,40,76,69,0,4,4,5,4,6,5,5,4,2,4,7,5,4,1,1,1,1,1,1,1,"Democrat","HappyP"
542,47,0,6,7,6,6,5,6,6,3,6,5,10,6,2,7,6,6,6,5,5,5,4,4,6,5,7,5,6,86,34,61,6,6,100,83,19,0,6,6,6,5,5,5,5,4,5,6,6,2,2,4,3,1,5,1,1,1,"Republican","HappyW"
281,38,0,6,6,2,2,2,4,4,6,6,4,0,6,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,30,68,0,61,97,50,100,100,0,4,6,4,6,4,4,4,4,1,4,5,5,4,1,1,1,1,1,1,1,"Democrat","Control"
299,52,0,6,6,4,4,4,4,5,5,4,3,8,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,56,58,57,52,43,58,57,58,44,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,1,"Republican","HappyP"
3681,38,0,6,7,2,2,1,2,5,3,3,2,7,4,2,3,3,2,3,4,4,4,3,4,4,4,4,4,6,53,47,46,18,46,58,53,33,0,5,5,5,4,4,4,4,5,2,3,6,5,3,4,2,1,3,3,2,4,"Republican","HappyQ"
911,54,0,6,7,1,1,5,2,3,3,2,5,10,6,2,5,6,6,6,2,2,4,2,4,5,2,4,4,5,71,0,49,0,0,100,0,0,0,3,3,3,4,5,2,4,2,1,3,1,5,2,4,4,2,5,4,2,4,"Republican","HappyP"
393,30,1,4,6,5,6,6,4,7,5,6,7,6,1,2,6,6,6,6,5,6,7,6,6,7,6,6,5,7,1,85,0,85,80,0,74,78,0,1,1,1,1,2,1,1,2,1,1,7,7,7,3,1,1,1,1,1,1,"Democrat","HappyQ"
569,44,0,6,3,7,6,6,7,6,7,7,6,9,7,2,6,7,6,5,6,6,7,5,6,6,7,6,7,7,91,92,85,86,84,86,86,84,93,7,6,6,5,6,7,6,6,5,7,7,6,5,5,5,4,5,4,5,2,"Republican","HappyQ"
473,53,0,6,7,4,2,2,4,6,5,5,5,8,5,2,4,2,2,5,2,2,4,1,1,5,1,3,1,5,88,41,88,23,11,91,51,44,4,3,3,3,3,4,4,4,5,2,4,5,5,6,2,1,3,2,1,2,1,"Republican","HappyW"
525,33,0,6,3,7,7,7,7,7,7,7,7,0,7,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,100,0,100,100,0,100,0,0,1,1,1,1,1,1,1,1,7,1,7,7,7,1,1,1,1,1,1,1,"Democrat","Control"
6326,59,0,3,7,6,6,6,6,4,4,4,4,5,3,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,48,58,47,58,57,53,56,31,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,"Democrat","HappyQ"
435,47,0,6,3,5,4,3,6,3,1,4,7,8,6,2,5,5,3,5,4,4,4,3,4,4,3,4,5,4,80,60,61,10,60,85,65,52,0,3,4,3,4,6,6,6,5,2,4,4,4,5,2,3,2,5,2,2,1,"Republican","HappyP"
1258,51,0,4,7,7,6,6,6,6,5,4,3,7,5,2,6,6,6,6,6,6,7,5,5,6,5,5,5,5,75,50,75,50,40,75,50,60,30,5,5,4,5,5,5,4,5,3,4,4,4,4,3,2,1,1,1,1,3,"Republican","HappyW"
493,28,0,6,6,6,6,5,7,7,6,7,5,7,4,2,6,6,5,7,5,4,3,5,3,4,4,5,5,4,89,30,72,35,20,90,75,40,0,4,4,6,6,5,2,4,4,2,4,5,6,2,1,3,2,1,1,2,1,"Republican","HappyW"
709,50,0,6,6,5,5,3,5,6,5,6,5,7,4,2,6,6,3,6,4,5,4,3,3,4,3,5,4,4,70,30,60,10,30,80,50,50,0,4,5,5,3,4,4,4,4,2,4,6,4,4,2,2,2,4,2,1,1,"Republican","HappyP"
481,29,0,6,6,7,6,6,5,5,3,4,6,4,7,2,6,6,6,5,4,6,7,5,2,4,5,4,5,7,65,100,0,85,85,40,91,75,0,2,2,3,4,7,7,4,3,2,3,7,5,4,1,1,1,1,1,1,3,"Democrat","Control"
1089,35,1,6,3,4,4,6,5,6,2,7,4,0,2,2,4,5,5,5,1,4,1,1,1,4,1,1,1,4,10,90,0,90,100,15,90,100,0,4,4,4,2,4,4,4,2,1,4,6,7,4,1,1,1,1,1,1,1,"Democrat","Control"
