"duration","age","town_size","gender","edu","attitude_government","ideology","interest","attention_check","ft_inparty_supporter","ft_outparty_supporter","ft_govern_sup","ft_govern_opp","ft_inparty","ft_outparty","ft_liberal","ft_conservative","ft_immigrant","ft_feminist","ft_nationalist","ft_neonazi","conspiracy_1","conspiracy_2","conspiracy_3","conspiracy_4","conspiracy_5","conspiracy_6","video","condition","pids_1","pids_2","pids_3","pids_4","outgroup_trust_1","outgroup_trust_2","outgroup_trust_3","outgroup_trust_4","social_distance_1","social_distance_2","social_distance_3","trait_1","trait_2","trait_3R","trait_4R","trait_5R","trait_6","Happy","Angry","Anxious"
444,48,4,1,4,"opponent",5,4,2,82,2,1,74,78,1,48,46,79,50,1,1,3,2,1,1,3,1,5,"ControlW",6,6,4,1,2,2,3,2,1,1,1,4,2,6,6,6,2,0,0,0
611,49,1,2,6,"supporter",5,4,2,41,64,63,42,66,50,62,70,36,72,48,66,4,4,3,4,3,3,1,"ANXW",4,4,4,4,4,4,4,1,2,3,2,3,3,2,4,2,3,0,0,0
582,50,1,2,2,"supporter",6,4,2,42,47,45,68,62,40,0,53,40,27,50,33,2,2,3,3,3,2,2,"ControlW",4,4,4,3,5,3,4,4,6,3,4,4,5,3,3,4,5,0,0,0
299,48,2,1,6,"opponent",5,4,2,36,0,0,58,23,0,51,49,23,51,0,0,4,3,1,3,3,1,2,"ANGW",7,7,7,4,1,1,1,1,5,6,4,1,1,7,7,7,1,0,0,0
618,56,1,2,6,"opponent",6,2,2,73,0,0,79,77,0,63,60,50,65,0,0,2,2,1,1,2,1,2,"ControlW",4,2,2,7,1,1,1,1,2,3,3,2,1,6,7,5,2,0,0,0
305,54,3,2,6,"supporter",8,5,2,90,6,83,10,80,6,11,82,48,12,56,0,1,4,3,4,3,3,1,"HappyW",6,6,6,4,1,1,1,1,5,5,5,6,4,7,7,6,1,1,0,0
444,66,4,1,2,"supporter",7,4,2,68,32,66,47,66,25,44,58,27,66,64,50,3,3,2,2,3,1,2,"HappyW",4,5,5,4,5,5,5,5,5,5,5,5,5,3,3,3,5,0,0,0
719,73,2,2,3,"opponent",8,6,2,70,3,3,90,91,0,72,50,33,47,24,21,3,3,3,3,3,3,5,"ANGW",7,7,7,7,1,2,2,2,1,1,1,1,2,7,7,7,2,0,0,0
1152,68,4,1,6,"opponent",5,4,2,48,39,7,43,55,49,45,11,50,39,3,4,3,3,3,3,3,3,2,"HappyW",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,0
976,74,1,1,3,"supporter",10,4,2,100,0,100,0,99,0,0,100,55,99,0,0,3,5,5,1,3,5,5,"ANGW",7,7,7,7,1,7,1,7,4,4,4,1,2,7,1,2,1,0,1,0
338,49,1,1,4,"opponent",5,4,2,79,2,22,74,81,2,50,51,77,63,1,1,3,2,1,1,3,1,1,"ANGW",7,7,7,1,4,4,4,4,7,7,7,4,4,4,4,4,4,0,0,0
401,66,4,1,3,"opponent",5,7,2,88,45,34,0,85,0,82,47,63,88,0,0,4,1,1,1,3,1,1,"ControlW",7,7,2,1,5,5,6,5,6,7,6,5,5,4,4,4,5,0,0,0
321,56,1,1,3,"opponent",5,4,2,93,2,8,91,88,3,84,54,68,97,2,1,5,3,1,1,1,1,1,"ANXW",6,6,4,4,1,1,1,1,2,2,4,4,2,7,7,7,1,0,0,0
652,54,5,2,6,"opponent",10,2,2,36,18,6,35,37,18,22,20,13,39,5,9,3,3,3,3,3,3,5,"ControlW",5,5,4,4,3,3,3,4,2,2,2,2,4,6,6,6,2,0,0,0
500,60,1,1,3,"opponent",4,4,2,79,14,17,60,91,35,83,81,86,14,53,69,3,3,3,2,4,3,2,"ControlW",3,3,3,3,3,2,2,5,3,2,4,4,4,4,4,4,4,0,0,0
407,69,5,1,2,"opponent",5,6,2,48,6,10,67,48,5,18,23,58,24,4,2,3,2,1,4,4,1,3,"HappyW",3,3,4,1,3,3,2,2,3,4,3,2,3,5,6,5,2,2,0,0
660,34,1,1,5,"supporter",6,1,2,50,18,18,16,49,18,18,52,16,21,18,1,2,4,2,2,3,2,2,"ANXW",4,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0
2038,74,3,2,6,"opponent",5,7,2,83,0,0,100,85,0,50,50,86,0,0,0,5,3,5,1,5,1,5,"ANGW",7,7,7,1,4,1,4,4,1,1,1,1,1,7,7,7,1,0,1,0
360,62,1,1,3,"supporter",5,5,2,58,73,80,75,92,40,72,95,55,73,57,45,3,3,3,1,3,1,5,"ANGW",5,5,5,4,5,5,5,5,6,6,6,7,6,4,4,3,6,0,0,0
1327,53,1,1,3,"opponent",5,4,2,60,37,63,58,60,75,52,58,75,57,57,62,5,5,5,5,5,5,2,"ANXW",4,4,4,4,3,6,5,3,3,4,5,4,3,4,5,3,5,0,0,0
633,37,5,1,6,"opponent",2,3,2,70,9,7,85,70,0,66,10,48,46,2,0,4,2,2,1,2,2,1,"ControlW",6,6,4,1,2,2,2,2,4,4,4,4,1,6,7,6,1,0,0,0
328,38,4,2,6,"opponent",5,4,2,61,40,40,73,61,39,60,60,51,44,60,12,2,2,1,1,2,1,2,"ControlW",5,4,4,2,4,2,3,2,4,4,4,5,3,5,4,4,4,0,0,0
610,52,5,1,6,"supporter",10,4,2,67,0,47,52,70,7,60,50,40,82,0,0,3,3,3,1,4,2,2,"HappyW",2,2,3,1,3,3,4,2,6,6,6,4,4,4,4,4,4,0,0,0
291,39,1,1,6,"opponent",5,3,2,52,48,24,48,52,1,48,50,50,3,51,2,3,2,2,2,2,2,3,"ControlW",4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,0,0,0
4839,41,1,2,6,"opponent",3,5,2,90,8,11,93,89,5,58,46,61,79,4,1,2,3,2,1,2,2,2,"ControlW",3,3,4,4,4,4,4,3,4,2,4,2,2,4,4,2,4,0,0,0
819,58,1,1,3,"supporter",4,4,2,64,50,14,56,61,30,72,70,95,98,0,0,3,3,3,1,4,2,2,"HappyW",1,1,1,1,4,5,4,1,7,7,7,7,7,1,1,1,6,2,0,0
694,60,3,1,2,"opponent",0,6,2,70,1,2,95,77,2,98,0,90,92,32,12,3,3,1,2,3,1,5,"ControlW",7,7,7,7,2,2,2,2,4,4,4,3,4,5,4,5,3,0,0,0
292,68,1,2,6,"opponent",6,4,2,100,0,0,22,100,0,0,49,47,0,0,2,4,3,2,2,3,2,3,"ANXW",2,4,4,4,3,3,3,3,3,2,4,1,3,6,5,6,1,0,0,0
967,69,2,2,4,"opponent",6,6,2,60,12,10,97,76,93,49,53,52,65,0,1,4,3,3,2,3,2,2,"ANXW",5,4,6,2,3,3,4,3,3,4,3,3,4,6,5,5,3,0,0,0
391,60,5,1,6,"opponent",5,7,2,99,1,0,98,98,1,48,50,1,2,50,49,5,5,1,2,5,1,3,"ANXW",7,7,7,1,2,2,2,2,7,7,7,4,1,7,7,7,1,0,0,0
794,70,5,2,6,"opponent",7,6,2,82,0,0,100,74,0,30,60,80,8,0,0,4,3,1,2,2,1,1,"ANGW",7,7,7,7,2,1,2,2,3,2,4,2,1,6,7,5,2,0,2,0
572,48,1,1,6,"supporter",10,4,2,77,3,76,14,80,2,2,98,13,4,59,1,3,4,4,2,3,3,1,"ControlW",5,5,5,5,2,2,2,2,5,4,4,1,1,7,7,7,1,0,0,0
300,51,3,1,3,"supporter",10,5,2,92,8,98,17,82,4,7,95,40,36,38,1,2,5,2,2,4,2,1,"ControlW",7,7,7,7,2,3,4,2,3,4,3,5,4,6,5,5,3,0,0,0
8436,39,4,2,6,"supporter",4,3,2,35,35,33,41,54,14,26,35,59,38,43,12,4,2,3,3,2,2,1,"HappyW",4,4,3,5,2,5,3,6,2,6,2,4,6,3,4,2,2,0,0,0
9998,59,4,1,6,"opponent",3,4,2,100,1,0,99,99,1,86,1,73,49,0,1,3,4,5,1,1,5,1,"ANXW",5,7,7,5,3,2,3,4,4,4,1,1,1,4,4,4,3,0,0,0
750,61,4,1,6,"opponent",8,3,2,70,4,25,76,61,7,64,80,76,41,0,0,3,3,1,1,1,1,1,"ANGW",2,3,3,4,5,4,4,4,5,5,5,4,3,5,4,4,5,0,1,0
615,55,1,1,2,"supporter",5,1,2,38,1,0,100,44,1,50,50,41,50,41,0,3,3,4,3,3,2,3,"ANGW",4,5,4,5,4,5,3,4,4,4,4,4,4,4,4,4,4,0,0,0
602,43,1,1,3,"supporter",7,4,2,95,0,98,0,97,0,2,81,0,0,62,0,3,5,1,3,3,1,3,"ControlW",7,7,7,7,6,6,6,6,4,4,4,4,1,7,7,4,1,0,0,0
647,66,3,2,6,"opponent",5,6,2,99,0,1,99,100,0,44,47,47,46,0,0,1,1,1,1,1,1,1,"ControlW",7,7,7,7,1,1,1,1,1,1,1,1,1,7,7,6,1,0,0,0
451,68,4,2,3,"opponent",7,6,2,85,0,1,100,84,0,58,57,21,100,0,0,4,3,1,5,5,1,3,"HappyW",7,1,7,7,3,1,2,3,5,4,5,1,4,4,4,4,2,0,0,0
937,32,4,2,4,"opponent",2,4,2,80,0,0,90,80,0,80,10,90,50,10,0,2,1,2,1,2,3,1,"ANXW",4,5,6,6,3,1,2,2,4,4,4,3,1,6,6,4,4,0,0,0
586,20,5,1,3,"opponent",4,4,2,53,47,50,51,54,47,47,51,52,49,49,52,3,3,3,3,3,3,3,"HappyW",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0
299,48,1,2,3,"opponent",5,1,2,48,49,20,75,46,48,48,41,25,22,52,1,3,3,3,3,3,3,3,"HappyW",2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0
642,61,1,2,3,"opponent",8,6,2,70,59,76,74,79,9,60,62,75,74,9,1,1,1,1,1,1,1,1,"ANXW",5,7,7,1,6,6,6,6,6,6,6,6,5,2,1,1,6,0,0,0
611,59,5,2,6,"opponent",8,5,2,81,0,0,69,77,0,56,55,53,62,0,0,4,1,1,1,1,1,1,"ControlW",4,6,6,4,2,1,2,2,4,4,4,1,2,5,4,4,2,0,0,0
318,39,2,1,6,"supporter",9,5,2,64,85,83,94,80,84,60,81,79,97,67,71,4,4,3,5,3,5,4,"ANGW",5,6,6,7,7,4,5,5,5,6,7,5,7,5,5,4,5,0,0,0
570,25,1,2,2,"opponent",4,4,2,47,38,25,42,27,33,33,27,28,25,28,0,3,3,3,3,3,3,3,"ANGW",4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,0,0,0
616,42,5,2,6,"opponent",4,5,2,64,11,11,76,60,6,49,50,50,13,0,0,1,1,1,1,1,1,1,"ANGW",7,5,6,7,2,2,3,4,4,3,5,3,2,5,4,5,4,0,1,0
637,32,5,1,6,"opponent",2,6,2,66,0,0,71,40,0,93,29,64,83,0,0,1,1,1,1,1,1,1,"ControlW",7,2,5,2,6,4,6,6,2,3,4,2,1,5,4,2,4,0,0,0
1258,30,4,1,5,"supporter",6,6,2,54,3,54,50,51,53,56,54,2,51,50,1,4,4,2,4,4,4,2,"ANXW",5,3,5,5,5,5,2,4,5,3,5,5,5,5,4,3,5,0,0,0
794,22,5,1,5,"supporter",10,3,2,67,45,42,73,78,32,43,52,40,73,12,19,2,2,2,4,4,1,2,"ControlW",5,1,4,6,4,4,2,6,3,5,1,3,5,3,3,6,4,0,0,0
618,62,3,2,3,"opponent",5,3,2,80,4,23,52,80,7,46,66,36,45,24,1,3,4,3,2,4,3,2,"HappyW",7,7,6,4,4,2,3,2,2,2,1,4,3,3,4,4,3,0,0,0
582,62,1,1,2,"supporter",8,4,2,82,82,66,40,81,21,33,62,53,30,51,27,4,4,3,4,4,2,2,"HappyW",5,5,5,4,2,2,2,2,4,4,4,5,5,5,5,4,3,1,0,0
2716,53,5,1,6,"supporter",7,6,2,65,25,75,50,80,25,50,80,50,100,0,0,1,1,1,1,1,1,2,"HappyW",6,5,5,4,5,5,5,5,7,7,7,6,6,3,4,3,5,2,0,0
599,53,1,1,2,"supporter",8,4,2,78,25,72,24,74,25,16,72,50,47,32,18,3,3,1,3,3,1,2,"ANGW",6,6,6,3,3,3,3,3,4,4,4,4,4,3,4,4,4,1,1,0
380,23,1,2,3,"supporter",10,6,2,100,100,0,50,100,0,0,100,0,0,0,0,5,5,1,5,5,1,1,"ANGW",7,7,7,1,1,7,7,7,7,7,1,7,7,1,1,1,7,0,1,0
604,59,4,2,6,"supporter",7,5,2,84,6,56,50,85,7,41,75,33,76,23,3,3,3,3,2,3,2,3,"ANGW",2,2,1,1,3,4,5,4,4,3,4,4,3,5,3,3,3,0,1,0
644,40,1,1,6,"supporter",6,4,2,62,65,59,62,62,64,58,70,60,63,63,66,3,3,3,3,3,3,2,"ANGW",4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,5,4,0,1,0
