"duration","age","gender","edu","pre_emotion_good","pre_emotion_happy","pre_emotion_tired","pre_emotion_tense","pids_1","pids_2","pids_3","pids_4","ideology","interest","attention_check","sam","ft_inparty_supporter","ft_outparty_supporter","ft_inparty","ft_outparty","ft_liberal","ft_conservative","ft_immigrant","ft_feminist","ft_nationalist","outgroup_trust_1","outgroup_trust_2","outgroup_trust_3","outgroup_trust_4","social_distance_1","social_distance_2","social_distance_3","trait_1","trait_2","trait_3","trait_4R","trait_5R","trait_6R","conspiracy_1","conspiracy_2","conspiracy_3","conspiracy_4","conspiracy_5","conspiracy_6","video","condition","ideology_cat"
500,71,1,4,6,6,6,6,4,4,4,4,7,5,2,7,76,48,82,47,46,71,47,39,46,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,2,"ControlQ","right"
404,46,0,8,5,4,5,6,4,3,5,1,7,5,2,8,77,16,77,7,34,69,45,0,33,3,2,5,4,6,7,7,2,5,3,3,5,3,5,4,2,1,1,2,2,"ControlW","right"
417,61,1,8,7,6,7,6,4,3,2,2,6,6,2,9,70,58,64,60,58,64,69,60,59,5,5,5,4,6,6,6,4,4,5,5,4,3,2,3,2,2,2,1,1,"HappyW","right"
528,45,0,3,5,5,4,5,7,7,7,5,10,7,2,6,72,24,88,0,32,82,51,27,53,4,4,4,4,3,3,3,4,4,4,4,4,4,4,5,4,3,3,3,1,"ControlW","right"
580,72,0,5,6,6,6,6,6,5,6,4,7,5,2,7,73,5,85,4,41,74,57,41,31,4,4,5,4,5,5,5,4,4,4,5,5,4,2,1,3,3,1,2,1,"HappyP","right"
226,47,0,7,6,7,6,6,4,4,4,5,7,6,2,7,70,0,70,0,56,63,42,43,41,5,5,5,4,6,6,6,5,5,5,5,4,3,4,2,3,2,4,2,2,"ControlQ","right"
1118,47,0,8,6,6,4,6,6,5,5,5,9,6,2,7,91,0,91,8,29,72,29,39,62,5,3,6,4,6,6,6,5,2,5,5,3,2,4,4,3,3,2,2,2,"HappyW","right"
912,70,1,5,6,5,4,3,5,6,6,4,4,4,2,9,71,33,86,8,72,36,64,80,45,4,4,3,4,3,5,4,5,4,3,5,6,3,2,3,4,3,3,1,1,"HappyW","left"
585,70,0,8,3,4,5,2,4,3,4,1,7,6,2,5,74,26,71,19,51,51,51,61,24,4,4,5,4,4,5,4,3,4,5,3,3,1,2,1,1,1,3,1,3,"HappyP","right"
428,65,0,5,6,6,5,4,5,5,5,4,8,3,2,7,80,34,90,8,36,67,29,30,30,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,3,4,4,2,1,"ControlW","right"
244,65,0,3,4,4,4,4,4,4,4,4,6,4,2,5,67,74,92,85,66,68,67,63,62,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,"HappyP","right"
166,33,0,5,5,3,6,4,4,2,5,3,6,4,1,5,31,47,71,62,71,38,62,39,74,3,3,5,5,4,4,4,3,3,6,4,4,2,3,2,3,2,2,3,1,"HappyW","right"
972,63,1,6,7,7,5,7,4,5,4,1,7,5,2,8,90,0,95,2,10,40,40,20,61,4,4,4,4,4,4,4,4,2,4,4,4,4,4,3,1,2,2,1,1,"ControlP","right"
461,64,0,3,5,5,4,5,5,5,4,4,7,4,2,7,39,41,63,36,38,66,41,67,41,3,4,4,4,4,5,5,3,4,3,3,5,3,2,4,4,4,4,2,4,"HappyQ","right"
787,24,1,9,5,6,5,3,4,4,6,5,2,4,2,7,72,2,82,10,65,43,62,54,37,4,4,5,5,5,3,5,5,3,5,5,5,4,4,1,2,1,4,2,1,"HappyQ","left"
1159,61,1,8,6,5,3,3,4,1,4,1,2,2,2,7,90,0,100,0,75,60,80,70,0,6,6,6,6,3,3,3,4,3,6,5,5,2,1,1,1,1,1,1,1,"ControlP","left"
791,47,0,5,7,7,6,7,5,4,4,4,2,5,2,5,80,15,75,14,51,30,51,51,40,2,4,2,4,4,4,3,3,2,5,5,5,5,1,1,2,1,1,3,1,"ControlP","left"
583,48,0,5,4,5,2,3,6,6,6,2,9,2,2,5,75,21,69,21,12,79,33,7,77,4,3,3,4,5,5,5,2,2,2,1,2,2,4,4,4,4,4,4,1,"HappyP","right"
1033,41,1,3,7,6,6,6,3,3,1,1,3,5,2,7,51,51,50,51,51,49,52,50,51,1,1,1,2,3,3,4,4,4,3,4,4,3,1,1,1,1,1,1,3,"ControlW","left"
591,78,0,5,6,6,4,5,5,4,6,6,2,4,1,6,63,18,68,8,64,44,64,61,60,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,2,2,1,2,"ControlQ","left"
608,69,0,8,7,7,6,7,6,6,6,4,2,6,2,7,79,4,79,0,87,10,60,67,2,6,6,5,6,4,3,3,6,3,6,5,5,2,1,1,1,1,1,1,1,"ControlQ","left"
294,46,0,7,6,5,4,5,4,1,4,4,6,7,2,7,73,0,74,0,60,50,70,20,21,2,2,2,2,4,4,4,4,5,3,5,5,4,1,1,1,1,3,1,1,"ControlQ","right"
634,64,0,5,5,5,5,6,5,5,5,4,9,5,6,7,90,0,79,6,26,77,65,64,42,3,2,4,5,5,6,4,3,3,4,5,3,4,2,1,1,3,3,1,1,"HappyQ","right"
622,73,0,5,5,5,5,5,5,5,5,4,6,4,5,7,68,1,80,2,15,60,69,30,24,3,4,4,4,4,4,4,5,3,4,6,6,4,4,3,3,4,5,2,1,"ControlW","right"
370,45,0,8,5,5,5,6,4,4,3,4,7,4,2,5,46,66,71,68,58,67,59,60,45,3,4,3,4,4,5,5,4,5,3,4,5,3,4,4,4,4,3,3,1,"HappyW","right"
294,31,1,8,6,5,4,6,3,4,5,2,6,5,2,7,61,41,62,41,45,55,27,51,36,4,4,4,4,6,5,5,3,2,3,5,5,4,5,4,4,4,2,2,1,"HappyQ","right"
597,58,0,8,6,6,6,7,6,6,6,4,3,6,2,7,93,21,92,0,83,62,85,85,6,6,6,6,6,3,4,4,6,5,6,2,2,2,1,1,1,1,1,1,1,"HappyP","left"
828,73,0,5,4,4,4,3,5,5,4,4,7,5,2,7,83,15,73,21,29,59,30,31,64,2,3,2,3,5,5,4,3,3,3,3,5,4,5,5,4,5,4,2,2,"ControlP","right"
366,59,0,7,4,5,2,6,5,5,4,4,8,7,2,8,62,10,75,11,34,73,44,10,61,4,2,4,4,6,6,6,5,2,3,5,3,3,5,3,4,2,4,1,2,"HappyP","right"
594,67,0,8,6,6,6,6,4,4,1,4,8,2,2,9,61,0,64,0,22,52,13,57,37,4,4,4,4,6,6,6,4,1,4,7,4,4,5,4,4,5,4,2,3,"HappyQ","right"
1120,75,0,3,7,6,4,7,4,4,3,3,6,5,1,6,72,37,69,27,42,60,71,66,62,6,6,6,6,4,6,5,5,2,5,4,4,2,1,1,1,4,1,1,1,"ControlW","right"
514,66,0,5,7,7,7,7,7,5,7,5,2,6,2,9,100,1,100,4,90,60,100,100,59,5,5,5,5,6,6,6,6,4,5,5,5,4,2,1,2,5,1,1,1,"ControlP","left"
321,20,0,8,7,7,6,7,5,4,5,1,7,5,2,9,60,0,86,0,37,77,51,51,56,5,5,5,4,6,6,6,4,4,4,4,4,4,4,1,3,2,2,1,1,"HappyW","right"
253,50,1,5,6,6,3,5,6,6,6,5,8,6,2,7,81,0,83,0,12,79,22,21,10,4,4,4,3,4,4,4,4,3,3,3,4,4,3,3,4,3,3,2,1,"ControlW","right"
348,42,1,7,5,6,2,4,4,4,4,1,3,4,2,5,60,0,75,0,65,30,51,51,20,4,4,4,4,7,7,7,4,4,4,4,4,4,2,1,1,1,3,1,1,"HappyP","left"
546,64,1,8,6,4,6,7,5,4,3,5,2,4,2,7,92,11,87,0,63,20,53,52,53,3,3,4,4,4,4,3,4,3,3,5,5,4,3,2,1,1,2,1,1,"ControlQ","left"
404,62,1,8,6,5,3,5,2,3,3,4,2,4,2,7,72,21,63,30,69,51,51,51,41,4,4,6,4,5,5,5,4,4,4,4,5,4,1,1,1,1,1,1,1,"ControlW","left"
354,38,1,9,6,6,6,6,6,5,6,6,3,4,2,7,63,42,64,42,64,43,47,60,43,5,5,5,5,5,5,6,4,2,4,4,5,3,1,1,1,1,1,1,1,"ControlQ","left"
403,68,0,8,6,5,4,6,5,4,5,1,3,6,2,7,98,2,97,0,55,13,50,17,21,1,4,4,2,4,4,4,3,2,2,2,5,4,2,2,1,1,1,1,1,"HappyP","left"
378,49,0,5,4,4,3,5,5,3,4,4,8,6,2,5,92,1,93,1,3,70,2,59,53,1,1,4,1,7,7,7,4,1,4,7,7,4,5,4,4,5,4,3,1,"HappyQ","right"
600,70,0,5,6,6,5,6,6,4,5,3,2,5,2,7,90,0,90,0,80,19,63,60,7,3,3,3,4,3,4,4,3,2,4,6,3,4,3,1,1,1,4,1,1,"ControlW","left"
476,68,0,7,7,6,7,7,5,5,4,2,7,6,2,7,95,28,90,29,63,64,62,55,51,4,4,4,4,6,6,6,6,4,6,3,4,2,4,4,5,4,4,4,1,"HappyW","right"
440,20,1,5,4,5,4,3,3,3,3,4,3,4,2,6,85,28,83,20,73,39,66,79,50,3,3,4,4,4,4,4,5,3,4,5,5,4,2,2,2,2,3,2,1,"ControlP","left"
506,73,1,4,4,6,6,6,6,5,6,4,7,6,2,7,80,0,85,0,51,80,76,51,51,4,4,4,4,4,4,4,6,4,6,4,4,4,4,2,3,2,3,2,2,"HappyW","right"
320,54,0,8,4,4,4,5,5,3,4,3,6,6,2,7,89,0,92,0,43,61,37,22,67,2,2,3,4,4,4,4,3,1,4,5,4,4,4,4,1,3,3,2,1,"ControlP","right"
417,67,1,5,5,5,5,5,5,5,5,4,2,4,2,9,80,33,78,43,71,27,51,82,51,3,3,5,4,6,6,6,4,3,4,3,4,4,5,4,3,4,5,4,2,"HappyP","left"
853,57,1,5,6,6,6,6,5,2,1,1,4,6,2,7,73,22,95,0,51,51,64,51,51,3,4,5,6,6,6,6,4,4,4,4,6,2,3,4,3,3,4,3,3,"ControlP","left"
411,70,1,3,4,3,3,7,5,4,5,4,4,4,2,7,91,0,94,1,83,0,59,90,97,4,4,4,4,4,4,4,4,4,4,5,4,4,4,3,3,4,4,2,1,"ControlP","left"
800,20,1,6,4,4,2,3,6,5,6,6,2,5,2,5,80,15,80,7,76,61,61,74,51,5,5,5,5,6,6,6,6,6,6,4,4,4,3,1,2,1,1,2,1,"ControlQ","left"
762,27,1,9,5,5,5,4,4,5,5,5,3,4,2,6,90,10,90,10,80,30,70,90,10,4,4,4,4,3,2,3,4,4,4,4,4,4,2,1,2,1,1,2,1,"HappyQ","left"
597,66,1,5,2,3,2,1,5,4,4,4,4,4,2,2,78,20,75,17,71,45,72,66,53,5,5,5,4,3,4,3,5,4,5,5,5,4,4,3,4,2,4,3,2,"ControlW","left"
387,59,0,8,6,6,6,6,5,4,4,4,8,5,2,7,81,0,78,12,57,93,51,70,42,5,6,5,6,7,7,7,4,4,6,3,4,3,3,4,1,2,2,2,1,"HappyP","right"
684,66,0,5,5,5,4,6,6,5,5,5,2,5,2,7,82,4,95,7,79,30,59,39,52,2,2,2,1,5,6,5,4,2,3,7,6,3,5,2,4,1,5,2,1,"ControlQ","left"
441,72,0,8,6,6,6,6,4,4,4,1,4,5,2,8,65,1,64,0,32,51,23,63,0,4,4,3,3,4,4,4,4,3,4,4,4,1,1,1,3,2,4,1,4,"HappyQ","left"
422,57,1,5,6,6,6,6,4,5,5,4,3,5,2,7,91,37,85,0,86,28,89,61,33,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,"ControlW","left"
606,52,0,2,3,5,2,5,4,4,5,2,8,4,1,5,59,6,62,11,51,53,26,38,68,4,4,5,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,2,1,"ControlQ","right"
479,67,0,8,7,6,7,7,4,4,4,4,1,6,2,7,100,0,92,0,83,12,82,81,11,4,3,4,5,4,4,4,3,1,4,5,6,4,2,2,2,1,2,2,1,"HappyW","left"
342,45,0,5,7,7,6,6,1,1,4,1,6,7,2,7,55,22,69,11,53,52,84,55,11,2,2,2,2,4,4,4,2,2,2,3,2,2,1,1,1,1,1,1,1,"HappyQ","right"
825,60,1,4,4,3,2,2,3,4,4,5,6,3,2,5,51,41,51,24,24,51,51,21,55,4,4,4,4,5,5,4,4,4,4,4,4,4,4,3,4,2,3,3,2,"HappyQ","right"
891,77,0,8,5,5,5,4,1,1,1,2,8,7,2,7,98,6,95,0,100,44,61,31,29,6,5,5,5,6,6,6,5,5,5,3,4,2,3,2,2,2,2,2,1,"HappyQ","right"
546,69,0,5,7,7,4,7,7,7,7,7,10,4,2,9,95,0,100,0,0,100,32,0,35,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,5,1,1,1,"ControlQ","right"
616,67,0,8,3,5,3,3,4,4,4,4,4,6,2,7,67,0,66,0,56,39,70,80,0,5,5,5,5,7,7,7,5,5,5,4,4,4,3,1,3,4,5,2,1,"HappyP","left"
630,70,1,4,6,6,6,6,5,4,6,4,2,6,2,9,91,13,91,12,82,21,82,82,65,3,3,3,4,3,3,3,2,2,4,5,6,4,1,1,1,1,1,1,1,"ControlQ","left"
367,55,0,5,3,4,3,5,6,5,6,5,8,6,2,5,93,30,93,5,33,72,45,40,58,3,2,3,2,4,4,4,2,1,3,7,4,4,4,2,1,4,3,1,1,"ControlP","right"
274,22,1,8,3,3,5,6,5,5,5,3,2,3,2,5,63,10,73,9,75,43,56,76,46,4,4,4,4,4,4,4,4,3,4,4,4,4,2,2,2,1,3,2,1,"HappyP","left"
579,59,0,6,4,4,2,7,6,6,6,3,8,4,2,5,80,0,86,5,20,86,21,77,82,2,2,2,2,4,1,6,4,4,2,4,5,5,5,5,3,4,1,2,1,"ControlQ","right"
160,28,0,5,4,4,4,4,4,4,4,4,6,4,3,5,70,51,75,32,36,31,32,35,26,4,3,4,4,4,4,4,4,4,4,4,4,4,2,4,3,3,3,4,3,"HappyW","right"
1057,65,0,5,5,4,4,6,5,5,5,1,2,6,2,5,72,22,80,20,79,24,76,79,25,4,4,4,4,3,4,4,4,4,4,6,7,5,4,1,1,1,4,1,1,"HappyW","left"
442,23,0,9,5,6,3,3,5,2,2,1,3,7,2,4,100,10,100,0,43,44,68,24,31,6,5,5,5,6,6,6,2,2,5,3,5,2,1,1,1,1,1,1,1,"HappyQ","left"
333,27,1,8,3,2,1,3,5,5,5,4,7,4,2,3,77,0,77,0,60,66,50,20,35,5,4,5,5,6,6,6,4,4,5,3,3,3,1,1,1,1,1,1,1,"HappyP","right"
360,38,0,5,7,6,6,6,2,3,3,5,7,5,2,7,87,51,94,41,35,52,3,0,5,2,3,4,6,6,6,6,4,6,3,2,3,3,5,2,1,4,2,1,1,"ControlW","right"
1287,70,0,3,6,6,6,6,5,5,6,4,6,5,2,7,77,17,82,0,30,78,30,25,50,4,3,4,4,4,4,4,4,4,4,4,4,4,5,5,3,4,4,1,1,"ControlP","right"
765,56,0,4,7,7,5,7,5,6,4,5,8,4,2,8,63,0,80,0,25,76,39,58,0,3,4,3,3,4,3,3,4,5,4,4,4,4,4,3,2,1,2,1,1,"ControlW","right"
374,31,1,5,7,7,7,7,5,4,4,1,6,4,2,9,76,21,88,0,51,53,0,0,0,4,4,4,4,5,5,5,4,4,4,4,4,4,5,1,5,5,4,1,1,"ControlQ","right"
359,57,0,7,5,5,3,5,6,6,6,6,10,4,2,9,55,8,84,1,33,81,12,49,49,4,3,4,4,4,4,4,4,3,4,2,4,4,5,5,4,1,5,4,1,"HappyP","right"
627,27,1,5,7,6,7,6,4,4,4,4,3,1,2,7,100,20,100,0,70,40,38,70,65,4,4,4,4,4,4,4,6,3,4,5,7,4,3,4,3,1,4,2,1,"HappyW","left"
483,53,0,6,6,4,5,5,5,3,4,4,6,4,2,6,65,3,74,2,58,57,48,36,64,4,4,4,4,5,5,5,4,5,4,2,3,3,4,4,3,5,3,3,1,"ControlW","right"
782,51,0,2,2,4,2,1,6,5,6,1,3,4,2,5,100,0,100,0,70,35,25,40,50,3,4,4,2,4,4,4,3,1,3,6,6,5,4,2,2,3,1,2,1,"ControlP","left"
523,77,1,4,6,6,5,6,5,5,6,4,7,6,2,8,71,24,74,23,39,62,51,61,51,5,3,5,4,5,6,5,4,3,5,4,4,3,3,3,2,3,4,2,1,"ControlQ","right"
572,60,0,5,6,6,4,7,2,2,2,3,2,5,2,8,88,2,90,0,79,37,81,83,39,6,6,6,6,6,6,6,4,3,4,4,5,2,2,1,1,1,2,1,1,"HappyQ","left"
495,74,0,5,6,6,6,7,7,6,4,5,9,5,2,8,92,0,98,1,22,92,26,41,53,4,4,4,4,6,6,6,4,4,4,4,4,4,5,2,1,2,5,1,1,"HappyQ","right"
461,73,1,4,6,6,5,6,4,3,3,3,3,1,2,7,100,0,100,0,87,39,71,80,51,4,4,4,5,6,6,6,6,4,4,2,4,2,2,4,3,3,3,2,1,"ControlP","left"
551,64,1,5,3,4,1,3,5,5,5,1,8,5,2,5,39,11,41,20,18,68,39,41,36,3,3,4,5,5,5,5,2,6,4,6,2,4,4,4,1,3,2,1,4,"HappyW","right"
412,48,0,8,4,3,2,4,4,3,4,2,8,4,2,5,52,11,57,10,50,51,65,69,49,3,4,4,4,6,6,6,4,5,4,4,4,3,3,2,1,1,4,1,1,"HappyP","right"
208,72,1,4,3,2,2,3,4,4,4,4,7,2,2,3,58,11,56,13,11,55,51,11,30,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,1,"HappyQ","right"
602,81,0,5,7,5,3,6,5,5,5,5,2,6,2,5,70,0,85,1,72,40,70,70,60,6,5,6,6,5,5,5,4,3,6,2,2,2,4,1,1,1,4,1,1,"ControlP","left"
726,63,1,8,6,1,7,7,5,5,7,2,3,6,2,7,94,5,91,0,86,51,72,91,5,3,4,4,2,3,3,3,4,4,4,4,4,4,3,1,2,2,2,3,4,"HappyQ","left"
480,53,0,8,6,5,6,6,5,4,5,4,7,5,2,7,83,29,86,28,41,51,51,60,41,5,5,5,5,3,3,3,4,4,5,5,3,3,3,2,3,3,3,2,1,"ControlW","right"
512,57,0,3,5,5,3,5,6,6,6,6,1,6,3,5,85,85,81,81,81,25,58,55,0,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,1,"ControlQ","left"
536,59,0,5,2,3,2,2,5,5,5,4,2,4,2,3,78,21,78,24,78,32,51,31,51,2,2,2,2,4,3,4,6,3,3,6,6,6,3,1,1,3,4,2,2,"HappyP","left"
598,41,1,4,5,5,5,5,5,5,5,5,2,5,2,5,64,0,70,0,66,0,60,70,20,4,4,4,4,3,3,3,4,3,4,5,5,5,3,2,2,3,2,2,2,"ControlW","left"
506,66,1,4,7,7,7,7,4,4,4,4,6,3,3,7,51,7,15,8,15,51,8,51,51,4,4,4,4,5,4,4,4,4,4,3,4,2,3,3,1,1,2,1,1,"ControlP","right"
335,45,0,8,6,5,6,6,4,2,3,3,4,5,2,7,89,8,86,0,60,30,29,28,10,4,4,4,4,5,5,3,4,2,4,6,6,3,4,1,1,4,4,1,1,"HappyQ","left"
441,60,0,8,6,6,6,7,6,6,1,1,3,5,2,7,74,21,81,9,72,40,80,59,20,3,3,5,5,5,2,5,5,1,3,5,1,4,4,1,2,1,1,1,1,"ControlP","left"
1132,51,0,5,7,7,1,2,1,1,4,1,7,7,6,7,65,5,80,4,42,81,41,70,60,3,4,4,5,6,6,7,6,3,3,7,5,5,5,1,1,3,5,1,1,"ControlQ","right"
360,54,0,5,4,5,3,4,4,4,5,3,2,5,2,6,73,20,73,20,73,50,51,69,20,5,5,5,5,4,4,4,3,2,4,4,4,4,1,1,1,1,4,1,2,"ControlW","left"
389,50,0,8,3,3,5,4,5,5,4,4,3,5,2,8,64,0,80,0,67,26,52,65,31,4,4,4,4,5,5,5,4,3,4,4,5,4,3,4,3,2,4,2,1,"HappyW","left"
478,34,1,8,6,6,7,6,5,4,5,1,2,7,2,9,93,4,82,11,76,36,88,80,10,6,6,6,6,7,7,7,6,5,6,2,6,3,1,1,1,1,2,2,1,"HappyQ","left"
575,63,1,4,7,5,7,7,4,4,2,4,6,4,4,7,71,0,72,0,27,22,51,22,22,4,4,4,5,4,4,4,4,4,4,4,4,4,4,3,2,3,3,1,1,"HappyP","right"
605,47,0,7,7,7,7,7,5,4,4,4,6,4,2,8,60,45,80,37,40,56,51,41,50,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,2,2,1,"ControlQ","right"
266,67,0,4,7,7,7,7,5,5,5,5,6,6,2,7,68,11,78,2,39,70,56,67,62,6,6,6,5,5,6,6,6,5,6,3,3,3,4,5,4,4,4,4,2,"HappyP","right"
319,51,1,4,6,5,5,4,5,4,4,2,8,2,2,7,59,9,58,8,51,54,43,51,46,5,5,6,4,4,4,4,4,4,4,4,4,3,4,4,2,4,3,2,1,"ControlW","right"
295,18,0,6,4,4,4,4,6,6,6,6,7,4,2,7,74,29,71,29,31,68,67,39,35,4,4,4,4,5,5,5,3,4,3,5,5,5,1,1,1,1,1,1,1,"ControlP","right"
517,77,0,4,7,7,7,7,3,3,3,4,3,4,2,9,91,46,94,5,98,51,92,53,42,5,6,6,5,7,7,7,6,4,5,1,2,2,3,2,1,2,5,1,1,"ControlW","left"
422,33,1,5,6,5,7,7,4,5,5,4,7,6,2,9,61,33,79,35,28,60,27,74,58,3,4,4,4,6,6,6,2,4,4,3,3,3,5,4,1,1,2,1,1,"HappyP","right"
918,61,0,3,6,5,5,6,6,6,7,4,2,6,2,7,86,9,85,8,78,6,69,77,5,2,2,4,2,4,4,4,2,2,2,2,2,2,1,1,1,1,1,1,1,"ControlQ","left"
683,65,0,8,6,5,5,5,5,4,5,4,8,6,2,6,60,15,75,13,16,78,24,51,28,5,5,6,5,6,6,7,4,2,6,3,5,1,5,4,1,3,4,1,2,"ControlP","right"
606,24,1,6,5,5,5,3,3,3,4,3,6,4,2,8,60,30,65,30,45,51,35,45,49,5,5,5,5,5,5,5,5,4,5,5,3,3,3,2,4,1,1,4,2,"HappyP","right"
439,53,0,8,6,6,6,6,5,5,5,5,2,6,2,7,80,18,85,17,82,30,72,68,28,4,5,5,5,4,4,4,4,3,5,4,5,4,2,1,1,1,1,1,1,"HappyW","left"
730,59,1,4,4,3,4,4,2,2,2,3,7,3,2,5,88,29,70,31,31,36,37,33,39,4,4,4,4,5,5,5,4,4,4,4,4,4,4,3,2,3,3,2,1,"ControlP","right"
444,64,0,4,5,5,2,3,2,2,4,1,6,5,2,4,82,1,79,1,45,64,60,75,18,5,5,5,2,5,6,5,4,5,5,2,3,1,2,1,1,1,1,2,1,"ControlW","right"
5787,23,1,5,6,6,3,2,3,4,4,4,2,3,2,7,53,52,53,53,58,37,56,55,32,5,4,5,5,4,4,4,4,2,4,5,6,5,3,2,4,2,4,3,1,"HappyW","left"
614,68,0,9,6,5,6,6,5,5,5,5,4,4,2,7,74,0,76,0,77,12,69,75,60,1,1,2,6,2,2,2,2,1,1,7,7,6,4,2,4,2,4,1,1,"ControlQ","left"
422,61,0,6,7,7,7,7,7,7,7,7,10,4,2,9,99,0,100,1,0,85,41,60,51,2,2,2,2,4,4,4,4,1,3,5,5,5,5,3,1,5,1,1,1,"HappyW","right"
476,70,0,4,7,6,6,6,4,4,4,4,6,4,3,6,90,0,93,11,51,56,55,37,51,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,"ControlP","right"
386,48,1,6,4,6,4,5,4,4,4,4,6,5,2,7,56,35,51,22,51,51,51,51,49,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,2,2,1,1,2,"ControlP","right"
669,69,0,4,6,7,7,7,6,5,4,1,8,5,2,7,60,40,80,30,50,50,70,60,40,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,1,1,2,1,1,"HappyQ","right"
306,40,1,5,6,6,6,6,5,5,6,5,10,7,1,7,82,91,89,83,74,89,90,78,85,5,5,4,5,6,6,6,6,6,6,1,1,1,4,3,4,4,3,4,1,"ControlW","right"
456,59,0,4,5,5,3,6,5,5,4,1,6,4,2,6,55,33,58,27,50,59,45,50,50,5,5,5,4,4,4,4,4,4,5,4,4,4,2,3,1,1,1,1,1,"ControlQ","right"
476,36,0,4,4,4,3,5,3,3,4,4,2,2,2,9,45,0,48,0,44,49,77,43,42,6,6,6,6,6,6,5,5,4,5,4,4,4,3,1,3,1,3,1,1,"HappyP","left"
890,38,1,8,6,6,5,6,7,7,5,4,1,4,2,8,87,40,78,9,77,52,68,79,50,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,2,1,1,2,1,"ControlW","left"
1728,81,0,4,6,6,5,6,2,2,2,2,8,5,2,8,80,0,82,0,81,40,70,62,71,6,6,6,6,6,6,6,6,6,6,5,3,2,3,1,3,2,4,2,1,"HappyW","right"
437,66,1,4,4,4,2,3,5,5,5,4,8,4,2,7,74,33,93,30,33,76,71,33,56,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,1,1,"HappyW","right"
441,70,0,8,6,6,6,5,4,5,5,4,3,6,2,7,91,31,89,35,73,51,71,43,51,5,4,4,5,5,6,5,5,3,5,4,5,4,2,2,2,2,1,2,1,"HappyQ","left"
429,63,1,8,6,7,7,7,6,6,6,6,9,6,2,9,91,0,90,0,0,82,51,72,60,4,4,4,4,4,4,4,6,1,4,6,6,1,3,1,1,2,1,1,1,"ControlP","right"
408,50,0,5,6,6,6,7,6,6,6,1,9,4,2,7,63,25,62,25,25,89,5,51,51,4,4,4,4,4,4,4,4,3,3,6,6,4,5,2,3,4,3,3,1,"HappyQ","right"
478,59,0,5,2,5,2,3,3,3,2,4,2,5,2,3,64,20,63,28,60,33,51,64,36,3,4,4,2,4,4,4,4,2,3,4,5,4,4,2,1,1,2,1,1,"ControlP","left"
445,62,1,7,4,3,3,3,6,6,6,5,8,4,2,3,90,20,60,20,20,90,0,55,100,4,6,5,6,4,2,4,4,4,4,6,3,3,4,2,1,1,4,1,1,"ControlW","right"
255,44,1,5,4,3,3,3,4,4,4,4,4,3,2,5,51,4,51,5,51,51,37,51,51,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,1,"HappyW","left"
618,19,1,9,7,7,4,4,5,2,4,1,2,4,6,5,78,60,93,60,75,57,76,67,71,2,2,2,2,6,6,5,4,6,4,4,4,4,4,2,4,1,5,3,1,"HappyP","left"
539,23,0,8,5,5,3,4,5,3,3,4,6,4,2,5,90,11,80,0,40,51,55,12,50,5,5,5,5,4,4,4,5,4,5,3,4,3,4,5,1,4,4,2,1,"ControlQ","right"
630,68,1,8,4,3,2,3,3,4,4,3,4,4,2,5,86,15,80,3,80,30,82,50,36,4,2,3,3,2,2,2,3,2,4,4,3,4,4,1,1,2,3,2,1,"ControlW","left"
539,51,0,8,5,4,4,3,5,5,5,4,7,6,2,5,42,60,60,41,59,60,60,51,60,5,5,5,5,5,5,5,5,5,5,3,4,5,4,1,2,2,4,2,1,"ControlP","right"
633,70,0,5,6,6,6,6,3,4,4,4,7,4,2,8,71,31,70,29,31,61,29,31,21,4,4,4,4,5,5,5,6,6,5,4,2,2,4,2,3,4,5,2,2,"HappyP","right"
298,42,0,9,5,6,5,6,5,3,5,2,8,5,2,8,63,6,40,0,26,57,22,53,7,2,3,1,2,6,5,5,4,3,3,6,3,3,1,1,1,1,1,1,1,"ControlP","right"
324,43,1,8,5,6,2,5,2,3,2,3,2,5,2,7,91,1,97,0,90,10,100,93,41,5,2,5,3,6,3,3,5,3,5,2,5,5,2,1,4,2,2,2,1,"HappyP","left"
465,59,1,9,7,4,3,5,3,4,4,4,3,3,2,7,76,0,75,0,77,19,62,62,41,6,4,6,6,5,5,5,6,4,6,3,3,2,2,2,3,2,1,3,3,"HappyP","left"
