"duration","age","gender","edu","pre_emotion_good","pre_emotion_happy","pre_emotion_tired","pre_emotion_tense","pids_1","pids_2","pids_3","pids_4","ideology","interest","attention_check","sam","ft_inparty_supporter","ft_outparty_supporter","ft_inparty","ft_outparty","ft_liberal","ft_conservative","ft_immigrant","ft_feminist","ft_nationalist","outgroup_trust_1","outgroup_trust_2","outgroup_trust_3","outgroup_trust_4","social_distance_1","social_distance_2","social_distance_3","trait_1","trait_2","trait_3","trait_4R","trait_5R","trait_6R","conspiracy_1","conspiracy_2","conspiracy_3","conspiracy_4","conspiracy_5","conspiracy_6","video","condition","ideology_cat"
684,51,0,5,6,5,2,6,6,4,6,5,8,6,3,8,100,0,100,0,19,73,9,0,100,2,2,3,3,6,6,5,5,6,5,6,5,4,5,5,1,3,4,1,2,"ControlQ","right"
389,58,0,5,4,7,2,4,7,7,7,7,10,6,2,7,82,0,80,0,0,81,9,30,82,1,1,1,1,4,2,2,6,1,1,7,2,6,5,5,1,1,1,1,1,"ControlP","right"
251,43,0,8,6,7,6,6,6,5,6,6,9,7,4,7,79,80,81,80,83,80,79,82,80,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,2,"HappyQ","right"
362,20,0,7,7,7,7,7,2,5,6,5,7,5,2,9,88,21,86,34,30,71,31,36,63,5,6,4,4,6,4,5,6,6,5,6,2,5,4,4,3,4,4,3,1,"HappyP","right"
1270,77,0,5,5,6,3,6,5,5,4,4,9,6,2,7,99,2,99,1,54,91,55,82,75,4,5,5,4,4,4,4,6,6,4,6,4,4,5,3,2,5,4,2,3,"HappyP","right"
802,45,1,5,3,2,1,2,5,5,4,1,1,5,2,4,80,0,80,0,81,9,70,80,50,4,4,4,4,3,3,4,6,1,4,6,7,4,1,1,1,1,1,1,1,"ControlW","left"
473,38,0,8,7,6,3,6,7,6,6,7,1,7,2,8,98,0,95,0,98,9,74,76,11,4,5,5,6,6,5,5,4,6,5,6,5,4,4,3,3,2,4,2,1,"HappyW","left"
343,31,1,7,5,4,5,5,4,4,4,4,8,4,3,7,57,61,70,56,69,58,71,69,65,5,6,6,6,5,5,4,5,5,6,7,6,5,3,3,5,4,4,4,4,"ControlQ","right"
633,24,1,8,4,4,4,3,6,6,6,4,1,5,2,5,76,15,77,8,76,44,59,50,58,5,4,5,4,5,6,5,4,5,6,4,4,4,3,2,2,3,2,2,1,"ControlW","left"
421,42,1,8,6,5,4,7,6,6,6,4,2,4,2,7,86,0,88,0,87,16,82,88,30,1,1,2,5,2,2,1,1,1,1,7,4,5,1,1,1,1,1,1,1,"ControlP","left"
435,21,1,7,1,1,1,1,4,4,4,4,3,4,2,1,55,13,71,19,66,52,81,75,80,4,4,4,4,6,6,6,4,4,4,4,4,4,2,2,1,5,3,1,3,"HappyW","left"
405,27,0,9,1,2,1,2,4,4,4,5,2,4,2,3,54,17,60,0,74,30,92,60,43,5,5,5,5,6,6,5,4,3,5,6,5,5,2,1,2,1,1,1,1,"HappyQ","left"
2039,64,0,5,5,6,5,6,5,4,5,4,3,5,2,7,72,40,72,37,71,39,51,38,41,4,3,4,2,4,4,4,4,4,4,5,5,4,3,3,1,3,3,1,1,"ControlQ","left"
604,42,0,9,7,7,7,7,1,1,4,1,3,5,2,9,51,51,51,51,49,51,51,51,0,1,1,1,1,4,4,4,7,7,7,1,7,4,3,3,3,3,3,3,1,"HappyP","left"
405,36,0,5,6,7,6,6,5,5,5,4,7,4,2,9,73,41,75,30,40,58,51,33,66,4,4,5,4,5,5,5,5,5,5,2,2,2,4,2,3,2,4,3,1,"HappyP","right"
1033,71,1,8,7,7,6,6,7,7,7,1,9,6,2,7,96,0,100,0,1,91,5,8,100,2,2,2,2,3,4,3,3,3,3,5,4,5,4,4,4,3,4,3,3,"ControlP","right"
565,44,1,8,6,5,4,6,5,3,6,4,3,5,2,7,80,0,80,0,80,16,63,69,26,5,4,5,5,5,6,4,4,4,4,5,5,4,2,1,2,1,2,2,2,"ControlW","left"
554,56,1,5,7,7,6,7,4,4,4,4,4,4,2,9,91,20,95,23,59,57,25,51,57,3,3,3,4,3,3,4,2,1,3,3,4,4,3,3,3,2,2,3,3,"HappyQ","left"
470,38,0,9,6,5,3,6,5,5,6,2,7,6,2,7,65,0,72,0,0,64,76,16,9,2,2,2,2,5,5,5,3,1,2,6,1,3,1,1,4,1,4,2,1,"HappyW","right"
392,22,1,6,5,5,3,3,2,2,4,2,2,3,2,6,82,15,86,20,81,67,66,82,50,4,6,5,4,4,4,4,4,4,4,4,4,4,3,1,2,1,2,2,1,"ControlW","left"
454,48,1,3,6,6,4,6,6,6,4,4,8,4,2,5,52,49,64,40,51,62,51,49,51,4,4,4,4,5,5,5,4,4,4,5,4,3,4,3,3,3,2,3,1,"ControlP","right"
634,66,0,8,5,5,6,6,5,4,6,2,8,7,2,5,79,0,79,0,12,65,46,62,72,3,3,3,3,4,3,4,3,3,3,2,3,4,4,3,2,4,3,2,1,"ControlQ","right"
410,36,1,8,7,6,5,7,4,4,4,4,6,2,2,7,65,40,67,41,51,49,67,60,67,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,1,2,2,1,1,"ControlP","right"
508,63,1,5,6,6,5,6,3,3,3,4,4,5,2,7,90,0,90,9,87,27,35,90,7,5,4,5,5,4,4,4,5,3,4,4,5,3,3,1,1,1,1,1,1,"ControlQ","left"
789,80,0,5,5,6,5,5,5,4,5,4,8,6,2,7,74,0,73,0,30,70,30,61,61,5,5,5,5,6,6,6,5,3,5,4,4,3,4,4,3,4,2,1,1,"ControlW","right"
434,64,0,5,6,7,4,6,4,4,4,4,8,5,2,7,81,13,83,12,51,80,51,12,13,4,4,4,4,4,4,4,3,5,4,6,5,4,2,2,2,2,1,2,1,"HappyQ","right"
445,47,0,9,6,6,5,6,5,5,5,5,8,4,2,6,76,20,69,20,14,84,56,38,51,2,4,5,4,4,4,4,4,2,2,7,3,5,4,4,1,3,3,1,1,"HappyP","right"
1087,54,0,8,7,6,5,6,4,4,5,1,3,5,2,8,77,28,81,38,71,30,60,73,45,4,3,4,4,4,4,4,3,2,3,3,3,3,4,1,2,1,2,2,2,"HappyW","left"
274,47,0,8,5,5,4,5,5,5,5,5,7,6,2,5,87,0,85,0,34,85,57,43,17,4,4,4,6,4,4,4,4,4,4,4,4,4,4,3,2,3,2,1,1,"HappyW","right"
543,41,1,8,7,7,6,6,1,1,1,1,6,4,2,9,51,51,100,0,20,30,51,0,20,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,5,3,1,"ControlW","right"
825,38,1,4,4,4,3,4,5,5,5,5,2,3,2,5,83,20,81,8,56,35,67,45,61,4,4,4,5,4,2,4,4,4,4,4,4,4,3,3,3,3,3,1,2,"ControlW","left"
412,51,1,9,5,4,5,5,1,1,2,1,6,5,2,5,51,12,71,0,31,20,60,30,24,2,2,2,2,5,5,5,4,5,5,5,5,2,3,3,4,1,3,5,2,"HappyP","right"
852,32,0,8,6,5,4,3,4,1,4,1,6,6,2,7,58,1,63,0,41,62,0,0,12,3,4,4,3,4,6,4,6,6,5,2,5,4,3,2,1,2,1,1,1,"HappyQ","right"
246,32,0,8,7,5,3,4,4,4,4,4,6,4,2,7,60,27,62,32,57,45,47,39,54,4,3,4,5,4,3,3,5,4,3,3,4,4,2,3,3,3,4,3,1,"ControlP","right"
3034,23,1,5,4,2,3,3,1,2,4,1,7,2,2,3,62,2,71,7,41,57,28,55,28,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,2,2,2,1,"ControlQ","right"
636,46,0,5,6,6,5,7,6,4,5,1,4,1,2,9,75,64,72,62,61,76,77,71,62,5,6,5,6,4,4,4,6,5,6,6,5,6,5,5,4,5,4,5,3,"HappyP","left"
528,59,0,8,4,4,4,4,4,4,4,4,6,6,2,5,82,0,85,0,0,51,0,42,51,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,1,1,3,1,"ControlP","right"
501,50,0,4,7,4,7,7,7,7,4,2,0,4,2,7,75,0,82,0,80,8,86,75,0,3,3,4,4,4,4,4,3,2,3,4,5,4,3,1,2,1,2,2,1,"HappyW","left"
669,58,1,3,7,5,3,7,6,4,6,7,8,6,5,9,100,1,100,2,0,100,2,1,23,1,1,1,1,3,3,3,1,4,4,7,7,4,5,1,3,5,3,1,3,"HappyQ","right"
422,68,0,3,7,7,4,7,5,5,6,1,8,6,4,7,86,2,78,6,4,67,71,79,70,2,3,1,1,4,4,4,3,3,3,3,3,3,5,5,3,3,5,1,1,"ControlQ","right"
718,44,1,4,6,6,3,7,5,4,1,5,3,1,2,5,58,65,64,66,59,47,49,53,57,4,4,4,4,3,3,4,4,4,4,4,4,4,1,1,1,2,1,2,2,"ControlP","left"
888,42,0,5,5,4,5,5,4,4,4,4,6,6,2,8,81,14,81,9,62,58,63,70,64,4,4,5,4,5,5,5,5,5,4,4,4,4,4,4,4,2,4,4,2,"ControlQ","right"
449,46,1,8,6,4,3,5,5,4,5,2,4,6,2,5,76,23,68,19,56,59,79,45,42,5,4,6,6,6,6,6,5,4,5,4,5,2,2,1,2,1,1,2,1,"HappyW","left"
352,40,0,4,5,6,3,6,7,7,7,1,0,5,2,7,100,0,100,0,100,0,100,0,0,1,1,1,1,4,4,4,1,1,1,7,7,7,2,1,1,2,1,1,1,"ControlW","left"
936,44,1,9,7,6,6,6,3,5,2,2,8,5,2,8,70,13,77,10,30,56,50,41,50,2,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,"HappyP","right"
586,53,1,3,4,4,2,3,4,4,4,4,3,3,2,4,53,22,56,20,55,30,55,57,52,4,5,5,4,4,4,4,5,4,5,4,4,4,2,2,3,2,3,2,2,"HappyQ","left"
1260,59,1,5,6,6,4,6,4,4,4,4,7,3,2,9,75,0,74,0,61,51,64,65,28,4,4,4,4,5,4,4,4,4,4,4,4,4,4,3,2,2,3,2,1,"HappyP","right"
449,61,0,4,4,2,2,5,5,5,6,2,1,4,2,3,87,1,91,14,90,12,71,94,53,3,5,4,4,5,5,6,2,2,6,2,4,2,2,2,4,2,2,4,1,"ControlP","left"
477,19,0,5,5,5,5,5,5,5,4,1,4,4,2,6,63,47,43,37,56,75,67,59,72,5,4,6,4,5,5,4,5,5,4,4,3,3,4,2,5,3,4,3,2,"HappyQ","left"
346,52,0,5,6,6,6,6,5,5,5,4,3,3,2,8,67,14,67,14,71,43,57,54,42,3,3,3,3,4,4,4,4,4,4,4,4,4,3,4,2,3,2,2,1,"ControlQ","left"
872,73,0,8,7,6,7,7,4,4,4,4,7,4,2,9,68,0,70,1,57,67,69,63,54,5,5,5,4,6,6,6,4,3,6,4,4,2,2,1,1,1,2,1,2,"ControlW","right"
521,56,0,8,6,7,6,2,5,5,4,1,8,6,2,9,100,30,100,30,40,80,60,20,75,6,6,6,2,5,7,7,5,3,5,6,6,4,5,4,1,2,4,1,4,"HappyP","right"
531,48,1,8,2,2,2,1,5,5,5,5,8,5,2,3,74,9,81,9,22,63,44,62,68,3,3,3,3,3,3,3,4,3,3,5,5,5,2,4,4,4,2,4,2,"HappyQ","right"
851,46,0,9,6,5,5,6,5,1,4,1,0,7,2,7,80,30,80,0,65,30,80,75,10,5,5,5,5,4,4,4,2,2,3,3,3,3,1,1,1,1,1,1,1,"ControlP","left"
363,46,0,8,6,6,6,6,5,4,5,3,8,5,3,7,40,14,39,15,18,34,7,16,37,2,1,2,6,2,5,5,5,5,3,6,4,4,5,2,1,1,2,1,1,"ControlW","right"
346,48,0,8,6,6,6,6,5,5,5,5,9,5,2,7,60,32,55,10,51,46,52,52,42,4,4,4,4,5,5,5,6,6,6,4,6,4,1,1,1,1,1,1,1,"ControlQ","right"
425,68,0,3,7,7,7,7,6,6,6,2,8,5,2,9,76,0,77,0,42,77,61,63,45,5,4,5,5,4,6,6,5,5,5,4,2,2,5,5,1,4,5,1,1,"HappyW","right"
509,57,0,4,2,3,2,3,6,5,6,5,2,5,2,5,73,44,81,25,72,39,58,59,41,4,4,5,6,4,3,4,5,3,5,3,3,3,2,2,2,1,2,1,1,"HappyP","left"
351,55,0,3,7,7,7,7,7,7,7,7,8,5,2,7,100,0,100,0,21,85,53,3,22,4,3,5,3,7,7,7,4,4,4,4,4,4,5,5,5,4,5,4,1,"ControlW","right"
481,22,0,3,3,5,6,7,5,3,5,7,8,5,3,7,74,5,97,23,34,79,93,73,65,4,3,5,4,4,5,5,4,6,4,3,5,3,5,4,3,3,4,3,3,"ControlQ","right"
340,44,0,9,7,7,7,7,4,4,4,4,6,4,2,8,66,61,59,53,61,63,51,63,58,6,5,6,6,5,5,4,5,5,5,5,5,5,4,4,4,3,4,4,1,"HappyW","right"
615,71,1,8,3,2,3,6,4,4,4,1,6,5,2,3,66,10,66,0,51,51,75,70,25,4,4,4,4,4,4,4,5,3,5,4,3,3,4,2,2,2,4,1,1,"HappyQ","right"
436,42,0,5,5,6,5,6,7,7,7,7,10,7,2,7,100,1,100,1,0,100,1,29,80,1,1,1,1,2,1,1,1,1,1,7,7,7,3,4,5,2,4,2,4,"HappyQ","right"
305,40,0,6,6,5,4,5,4,4,4,4,7,4,2,7,66,20,79,25,51,51,37,25,57,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,5,1,1,"ControlP","right"
626,26,1,8,6,5,5,6,5,5,5,4,7,6,2,7,81,23,87,21,44,86,60,57,63,4,4,4,4,5,5,5,4,4,5,3,3,3,4,4,3,3,2,3,1,"HappyP","right"
379,41,0,7,5,4,3,6,4,4,5,4,8,5,2,6,50,20,72,27,50,50,51,42,73,6,5,6,5,6,6,6,6,6,6,2,2,2,2,1,2,2,2,1,1,"HappyP","right"
423,62,0,5,7,7,6,7,6,6,6,4,9,4,2,8,72,5,84,0,2,72,12,51,51,2,2,4,2,4,4,4,4,4,4,4,4,2,5,5,4,4,4,2,1,"ControlW","right"
908,74,0,2,7,7,7,7,4,4,4,1,6,4,2,7,61,37,79,36,51,51,31,32,44,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,3,2,1,"HappyW","right"
380,59,0,5,7,7,6,7,5,3,4,3,6,4,2,7,77,49,69,42,40,61,51,38,57,5,4,5,4,6,6,6,4,3,4,5,4,4,3,2,1,1,3,1,1,"HappyW","right"
818,63,0,8,6,6,5,6,2,4,2,1,1,7,2,8,93,51,94,0,57,51,76,77,15,5,6,5,6,7,7,7,6,4,6,4,4,3,1,1,1,1,1,2,1,"ControlW","left"
958,32,0,9,6,6,5,7,1,3,4,1,8,4,2,7,38,62,75,23,50,61,63,44,72,6,6,6,6,5,5,5,5,6,6,6,4,4,1,2,1,2,3,1,2,"ControlP","right"
602,64,1,3,7,7,7,7,4,4,7,4,7,4,1,9,93,10,92,16,51,17,51,12,11,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,2,4,5,3,1,"ControlQ","right"
563,19,1,4,5,5,3,4,2,2,5,4,6,4,2,7,75,40,70,20,40,60,80,50,50,3,4,3,3,5,6,6,5,3,4,2,3,2,2,1,1,2,3,1,1,"HappyQ","right"
797,41,1,9,6,6,4,6,5,3,4,5,7,5,2,7,92,51,92,37,51,81,31,68,79,3,3,3,5,5,4,4,5,3,4,7,5,3,3,4,2,1,3,2,1,"ControlW","right"
435,46,1,5,6,6,4,7,4,5,7,4,7,5,2,9,52,0,57,0,40,51,10,0,36,2,2,3,2,4,4,4,1,1,2,1,4,2,3,5,1,2,1,1,1,"ControlP","right"
824,50,0,8,5,6,6,6,3,2,2,1,4,6,2,6,88,3,70,2,68,43,59,44,41,6,6,6,6,6,5,5,5,4,6,3,3,2,1,1,1,1,1,1,1,"HappyP","left"
677,65,1,4,7,7,7,7,5,3,3,2,7,2,2,9,71,29,71,11,40,70,59,28,51,5,5,5,5,5,5,5,5,5,5,4,4,3,3,2,2,3,4,1,4,"HappyQ","right"
633,51,0,7,6,5,6,6,5,4,4,3,7,6,2,8,65,28,72,5,66,63,48,62,51,6,6,6,5,6,6,6,6,6,6,5,4,3,2,3,2,2,1,2,1,"ControlQ","right"
567,54,1,8,7,7,7,7,7,4,5,6,10,3,2,7,51,8,51,0,36,69,51,37,51,4,4,5,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,"ControlQ","right"
336,67,0,8,7,6,5,7,5,4,5,4,7,4,2,7,60,0,62,0,61,62,67,76,39,5,3,6,4,4,4,4,5,4,5,5,3,2,3,3,2,2,3,1,1,"HappyQ","right"
445,74,0,5,3,4,3,3,5,5,5,5,2,6,2,3,80,16,85,0,73,32,83,80,22,3,4,5,4,2,2,2,4,3,4,4,3,4,1,1,3,1,2,2,1,"ControlW","left"
484,72,0,5,5,6,5,5,4,4,4,4,7,3,6,8,58,10,60,10,36,31,65,47,43,3,3,3,3,4,4,4,3,3,3,3,4,3,4,4,2,2,4,2,2,"ControlP","right"
818,80,1,4,5,5,6,5,4,4,4,4,8,5,4,8,69,2,79,1,45,80,53,41,38,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,1,2,2,1,4,"HappyP","right"
525,49,0,5,4,6,3,4,6,4,5,3,8,4,2,7,55,3,90,1,14,66,53,64,75,5,6,7,6,4,4,4,3,2,6,5,7,4,5,2,2,4,4,1,1,"HappyP","right"
739,52,0,5,6,1,2,6,6,6,7,6,8,6,2,7,83,83,92,90,71,73,24,84,74,1,1,4,1,4,4,4,5,6,2,6,7,7,5,5,2,5,2,2,1,"HappyW","right"
660,46,1,9,6,6,5,6,2,2,2,4,3,6,2,7,95,0,97,0,78,32,64,62,1,5,5,5,5,4,4,4,6,4,5,5,5,4,1,2,1,1,3,1,1,"ControlW","left"
645,69,0,8,6,6,6,7,4,5,5,1,3,4,2,9,95,4,92,0,65,12,96,46,4,4,2,4,4,7,7,7,4,1,4,6,6,3,2,1,1,4,4,1,1,"HappyW","left"
509,70,0,5,5,5,6,5,6,6,7,5,0,7,2,6,94,6,100,0,92,24,81,77,11,3,2,4,4,5,5,5,5,4,3,5,5,3,4,3,3,4,2,2,1,"ControlP","left"
697,56,1,3,6,6,7,6,6,6,6,4,10,6,2,8,81,34,80,28,41,78,34,40,58,3,3,3,3,4,4,4,4,2,4,5,4,5,5,4,3,2,3,2,1,"ControlQ","right"
543,74,0,8,7,7,7,7,6,6,6,1,1,4,2,9,78,9,84,0,76,36,82,69,8,6,6,6,6,6,6,6,6,4,6,3,3,2,4,1,3,1,4,2,1,"HappyW","left"
758,51,0,6,7,7,7,7,6,5,5,3,8,4,6,7,89,7,88,16,16,64,10,4,25,4,4,4,4,6,6,5,4,4,4,6,3,4,4,3,4,3,4,3,2,"HappyQ","right"
763,38,1,5,5,5,1,5,6,4,5,5,7,6,2,6,80,0,73,0,45,52,38,3,1,4,4,4,5,6,6,6,5,2,5,5,5,3,1,3,1,3,1,1,1,"ControlQ","right"
687,58,0,9,6,6,6,6,5,5,5,5,3,6,2,8,80,20,90,15,70,30,60,70,35,4,4,4,3,3,4,4,4,5,4,5,6,4,2,1,1,1,1,1,1,"ControlW","left"
550,75,1,3,7,7,7,7,4,5,4,1,8,4,2,9,71,3,100,9,51,71,51,51,51,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,1,4,3,1,1,"ControlP","right"
595,69,0,8,6,6,6,6,5,4,5,2,7,5,2,7,90,0,91,0,45,59,59,43,42,4,4,5,5,5,5,6,5,5,5,4,3,2,3,4,2,4,2,2,1,"HappyQ","right"
504,68,0,5,6,6,6,6,7,6,6,6,8,6,2,9,91,44,95,8,44,72,3,57,92,5,5,5,7,4,4,4,3,2,3,4,5,4,5,5,3,3,4,3,1,"HappyP","right"
514,69,0,7,6,6,6,6,2,1,1,1,6,5,2,7,59,7,62,8,70,40,24,71,45,4,4,5,4,4,4,4,4,3,5,4,4,4,4,3,3,2,4,1,1,"ControlP","right"
849,49,0,8,6,6,5,5,3,3,3,4,2,5,2,7,61,23,70,18,51,44,51,51,19,6,6,6,6,5,5,5,4,4,4,4,4,4,2,2,2,2,3,2,1,"HappyQ","left"
557,65,0,8,6,6,3,7,5,3,3,1,2,6,2,7,84,52,84,6,67,50,72,51,15,6,6,6,6,3,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,"ControlQ","left"
237,42,0,8,7,7,6,7,4,4,4,4,7,5,2,7,56,40,63,33,55,45,40,58,40,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,1,"HappyW","right"
463,57,0,6,6,5,4,6,6,6,6,7,8,6,2,6,83,1,84,0,21,81,19,30,82,1,2,2,3,3,4,4,5,4,3,6,3,4,5,3,3,4,4,2,1,"HappyP","right"
739,76,0,8,6,6,5,7,5,4,4,4,4,6,2,7,62,36,71,0,51,45,62,74,35,5,6,6,6,4,5,4,6,3,6,1,1,1,3,1,1,1,1,1,3,"ControlW","left"
465,49,0,5,7,7,5,7,6,4,5,5,7,5,2,7,84,8,81,0,43,80,43,43,72,6,6,6,6,6,6,6,6,6,6,2,2,2,3,4,2,1,4,1,1,"ControlQ","right"
514,66,1,3,6,5,6,6,5,5,5,4,3,1,2,7,55,8,59,8,38,56,0,45,44,5,5,4,5,4,4,4,5,5,5,4,4,4,4,4,2,3,4,2,1,"ControlP","left"
408,44,1,5,4,4,4,4,4,4,4,3,7,4,2,5,72,40,76,19,19,56,60,51,55,6,6,6,6,6,6,6,4,3,5,4,4,4,4,1,1,2,1,1,1,"HappyQ","right"
540,60,0,3,5,4,3,4,7,6,7,6,1,5,2,6,100,1,100,0,99,22,51,51,64,4,3,4,6,4,5,6,5,4,2,6,6,6,4,3,4,1,3,3,1,"ControlW","left"
563,72,1,8,3,3,3,4,7,5,6,4,2,6,2,4,93,1,93,1,95,31,66,83,46,2,3,3,2,4,4,4,4,2,4,4,5,4,4,2,2,1,1,1,3,"ControlP","left"
358,23,0,8,6,6,6,5,5,5,5,3,8,5,2,7,62,19,79,18,45,55,65,51,37,5,5,5,5,4,4,5,5,5,6,3,3,5,2,2,2,1,4,1,1,"HappyW","right"
537,49,1,3,7,7,5,6,4,4,4,4,6,3,2,9,51,51,51,51,51,51,51,51,51,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,2,1,"HappyP","right"
326,20,0,8,5,5,5,5,5,5,6,6,8,6,6,7,64,39,68,38,66,46,33,38,0,6,5,5,6,6,5,5,5,6,5,5,5,5,3,4,4,4,4,4,1,"HappyQ","right"
673,55,1,5,7,6,5,6,6,5,4,4,9,2,2,8,87,0,86,0,40,90,45,82,85,4,3,6,6,4,4,4,6,3,3,4,4,3,4,5,2,4,3,1,1,"ControlQ","right"
508,68,0,7,5,5,5,6,5,4,4,4,7,4,2,7,67,53,68,52,54,62,56,55,57,5,5,5,6,5,4,5,6,6,5,3,5,3,4,2,3,3,4,3,1,"ControlW","right"
471,56,1,3,6,6,5,6,4,4,5,4,8,4,2,5,75,0,87,0,0,85,51,50,51,2,2,2,2,4,4,4,4,2,2,7,7,6,5,5,3,2,4,1,1,"HappyP","right"
579,65,1,8,5,6,6,5,6,6,7,5,1,4,2,7,81,0,75,0,77,47,74,71,0,5,5,5,5,3,3,3,5,3,5,5,4,4,2,1,1,1,3,1,1,"ControlQ","left"
1882,77,0,2,5,7,2,5,4,4,4,4,4,1,1,5,75,20,75,10,80,75,20,30,20,6,6,6,6,4,6,4,5,4,6,4,4,2,5,4,2,4,5,2,4,"HappyQ","left"
590,45,1,8,5,5,3,5,2,2,4,2,7,4,2,7,71,19,72,8,19,55,20,8,70,4,3,3,4,4,4,4,3,4,4,5,3,4,2,4,3,3,4,3,1,"HappyW","right"
606,62,1,4,7,6,6,6,2,4,4,1,1,1,2,7,51,0,50,0,51,50,51,45,32,4,4,4,4,7,7,4,4,1,4,7,4,4,2,2,2,4,2,1,1,"HappyP","left"
591,53,1,7,7,7,6,7,5,5,4,6,8,5,6,8,60,10,60,10,55,70,55,40,10,3,3,5,3,5,5,5,5,4,4,4,3,4,2,2,1,2,2,1,2,"ControlP","right"
373,39,1,4,6,6,6,7,6,6,6,6,8,6,2,7,62,1,62,1,30,71,0,72,73,2,1,4,2,6,6,6,4,1,3,7,6,4,5,5,4,1,3,1,1,"ControlW","right"
318,19,0,5,3,7,3,5,6,5,6,6,7,4,1,7,73,0,72,0,39,80,16,57,61,4,5,4,5,5,5,5,5,5,4,5,5,4,3,4,3,4,4,4,1,"ControlQ","right"
1039,82,1,5,6,7,7,5,4,4,4,1,6,1,2,7,70,14,59,13,11,58,83,73,39,4,4,4,4,4,7,7,5,4,4,5,4,4,4,3,1,2,4,2,4,"ControlP","right"
607,60,0,5,5,4,3,4,2,2,1,1,6,5,2,6,51,51,69,15,51,51,51,31,9,5,5,6,5,5,5,5,5,3,5,3,3,3,2,2,4,4,4,3,1,"ControlW","right"
602,59,0,8,7,6,7,7,4,4,6,4,1,4,2,9,97,0,93,0,81,27,62,67,3,2,2,5,4,5,5,5,2,2,4,5,5,4,2,1,1,1,1,5,2,"HappyW","left"
491,37,0,5,6,6,4,6,5,4,4,5,8,3,2,8,62,50,61,48,39,63,40,53,57,4,5,5,5,4,4,4,4,5,5,4,4,3,2,2,2,2,2,1,1,"HappyP","right"
465,72,0,4,7,7,7,7,4,4,4,4,8,5,1,7,63,42,72,37,66,75,71,45,37,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,2,2,"ControlQ","right"
518,36,1,9,4,4,4,2,3,3,3,2,6,4,2,6,83,37,83,36,43,58,65,34,52,4,4,4,4,5,4,5,4,4,4,4,4,4,3,2,2,2,2,2,1,"HappyQ","right"
368,39,1,8,4,4,2,4,5,6,4,4,1,4,2,5,84,1,80,1,83,35,69,58,30,5,5,4,2,4,4,4,3,3,4,4,5,5,2,1,3,2,3,3,1,"ControlW","left"
606,54,0,4,7,3,7,7,4,4,4,1,2,1,2,7,51,10,52,23,87,74,71,91,28,6,4,6,6,5,6,5,4,5,4,6,6,3,4,3,4,2,4,2,3,"ControlP","left"
454,59,0,9,4,4,3,6,6,4,6,5,1,7,2,4,75,10,83,2,64,15,59,60,1,4,5,5,5,3,1,3,3,3,4,4,6,4,1,1,1,1,1,1,1,"HappyQ","left"
537,68,0,8,3,3,3,3,5,5,6,4,7,4,2,7,73,28,75,28,43,66,68,41,32,4,4,5,5,4,4,4,4,4,4,5,4,3,3,2,1,3,4,1,3,"HappyP","right"
390,48,1,5,5,6,2,5,4,4,4,4,8,5,2,7,57,4,78,1,36,65,48,51,51,3,3,4,3,6,6,6,4,4,4,6,4,4,4,3,5,5,3,4,1,"ControlP","right"
415,68,1,3,5,6,5,7,3,5,3,3,10,1,2,9,59,30,84,35,17,62,27,38,59,1,1,1,1,4,4,4,2,1,3,6,6,6,5,5,5,5,5,2,1,"HappyP","right"
719,49,1,5,6,6,3,7,5,4,4,2,8,4,2,7,60,38,64,32,39,57,28,63,51,4,4,4,3,5,5,5,4,4,4,5,3,4,4,2,3,4,3,2,1,"ControlQ","right"
422,50,0,6,7,7,7,7,6,6,6,3,4,2,2,8,91,1,91,2,83,52,48,91,48,3,3,4,3,5,5,5,5,4,3,3,3,3,4,3,3,4,4,2,2,"ControlW","left"
1010,72,1,4,5,6,5,6,4,4,4,4,3,5,2,9,82,27,84,48,84,63,66,62,68,4,4,4,4,6,6,6,4,4,4,4,4,4,4,4,2,4,3,2,2,"HappyQ","left"
305,23,1,8,6,7,6,7,3,3,3,3,3,7,2,8,87,5,95,4,79,16,70,89,34,5,5,6,6,4,4,4,4,4,4,5,5,5,4,3,3,3,2,4,1,"HappyW","left"
391,70,0,4,6,5,5,6,4,4,4,4,3,4,2,7,71,19,71,19,60,18,51,30,29,4,4,4,4,3,4,3,5,4,4,3,5,3,3,2,2,2,3,2,1,"HappyP","left"
